year,match_date,team,opponent,player,fouls_total,got_yellow,fouls_before_first_yellow
2018,2018-06-28,Panama,Tunisia,José Luis Rodríguez Francis,2,no,
2018,2018-06-28,Panama,Tunisia,Luis Carlos Tejada Hansell,4,no,
2018,2018-06-28,Panama,Tunisia,Ricardo Guardia Avila,4,yes,3
2018,2018-06-28,Panama,Tunisia,Román Aureliano Torres Morcillo,1,no,
2018,2018-06-28,Poland,Japan,Artur Jędrzejczyk,2,no,
2018,2018-06-28,Poland,Japan,Bartosz Bereszyński,4,no,
2018,2018-06-28,Poland,Japan,Kamil Glik,3,no,
2018,2018-06-28,Senegal,Colombia,Idrissa Gana Gueye,1,no,
2018,2018-06-28,Senegal,Colombia,Ismaïla Sarr,1,no,
2018,2018-06-28,Senegal,Colombia,Kalidou Koulibaly,3,no,
2018,2018-06-28,Senegal,Colombia,Keita Baldé Diao,2,no,
2018,2018-06-28,Senegal,Colombia,Lamine Gassama,1,no,
2018,2018-06-28,Senegal,Colombia,M'Baye Babacar Niang,1,yes,0
2018,2018-06-28,Senegal,Colombia,Sadio Mané,3,no,
2018,2018-06-28,Senegal,Colombia,Youssouf Sabaly,3,no,
2018,2018-06-28,Tunisia,Panama,Ahmed Khalil,2,no,
2018,2018-06-28,Tunisia,Panama,Anice Badri,4,yes,1
2018,2018-06-28,Tunisia,Panama,Ellyes Joris Skhiri,1,no,
2018,2018-06-28,Tunisia,Panama,Fakhreddine Ben Youssef,1,no,
2018,2018-06-28,Tunisia,Panama,Ferjani Sassi,1,yes,0
2018,2018-06-28,Tunisia,Panama,Ghilane Chalali,4,yes,3
2018,2018-06-28,Tunisia,Panama,Hamdi Nagguez,3,no,
2018,2018-06-28,Tunisia,Panama,Oussama Haddadi,2,no,
2018,2018-06-28,Tunisia,Panama,Yassine Meriah,2,no,
2018,2018-06-30,Argentina,France,Enzo Nicolás Pérez,2,no,
2018,2018-06-30,Argentina,France,Faustino Marcos Alberto Rojo,1,no,
2018,2018-06-30,Argentina,France,Gabriel Iván Mercado,4,no,
2018,2018-06-30,Argentina,France,Javier Alejandro Mascherano,4,yes,2
2018,2018-06-30,Argentina,France,Nicolás Alejandro Tagliafico,1,yes,0
2018,2018-06-30,Argentina,France,Nicolás Hernán Otamendi,1,yes,1
2018,2018-06-30,Argentina,France,Ángel Fabián Di María Hernández,1,no,
2018,2018-06-30,Argentina,France,Éver Maximiliano David Banega,0,yes,0
2018,2018-06-30,France,Argentina,Antoine Griezmann,2,no,
2018,2018-06-30,France,Argentina,Benjamin Pavard,2,no,
2018,2018-06-30,France,Argentina,Blaise Matuidi,5,yes,4
2018,2018-06-30,France,Argentina,Corentin Tolisso,1,no,
2018,2018-06-30,France,Argentina,Lucas Hernández Pi,1,no,
2018,2018-06-30,France,Argentina,N'Golo Kanté,2,no,
2018,2018-06-30,France,Argentina,Nabil Fekir,1,no,
2018,2018-06-30,France,Argentina,Olivier Giroud,4,yes,4
2018,2018-06-30,France,Argentina,Paul Pogba,4,no,
2018,2018-06-30,France,Argentina,Samuel Yves Umtiti,1,no,
2018,2018-06-30,Portugal,Uruguay,Adrien Sebastian Perruchet Silva,1,no,
2018,2018-06-30,Portugal,Uruguay,Bernardo Mota Veiga de Carvalho e Silva,1,no,
2018,2018-06-30,Portugal,Uruguay,Cristiano Ronaldo dos Santos Aveiro,0,yes,0
2018,2018-06-30,Portugal,Uruguay,Gonçalo Manuel Ganchinho Guedes,2,no,
2018,2018-06-30,Portugal,Uruguay,José Miguel da Rocha Fonte,2,no,
2018,2018-06-30,Portugal,Uruguay,João Mário Naval da Costa Eduardo,1,no,
2018,2018-06-30,Portugal,Uruguay,Raphaël Adelino José Guerreiro,1,no,
2018,2018-06-30,Portugal,Uruguay,Ricardo Domingos Barbosa Pereira,3,no,
2018,2018-06-30,Portugal,Uruguay,William Silva de Carvalho,2,no,
2018,2018-06-30,Uruguay,Portugal,Cristhian Ricardo Stuani Curbelo,2,no,
2018,2018-06-30,Uruguay,Portugal,Cristian Gabriel Rodríguez Barrotti,1,no,
2018,2018-06-30,Uruguay,Portugal,Diego Roberto Godín Leal,2,no,
2018,2018-06-30,Uruguay,Portugal,Edinson Roberto Cavani Gómez,2,no,
2018,2018-06-30,Uruguay,Portugal,José Martín Cáceres Silva,1,no,
2018,2018-06-30,Uruguay,Portugal,Lucas Torreira Di Pascua,1,no,
2018,2018-06-30,Uruguay,Portugal,Luis Alberto Suárez Díaz,1,no,
2018,2018-06-30,Uruguay,Portugal,Matías Vecino Falero,1,no,
2018,2018-06-30,Uruguay,Portugal,Nahitan Michel Nández Acosta,2,no,
2018,2018-06-30,Uruguay,Portugal,Rodrigo Bentancur Colmán,1,no,
2018,2018-07-01,Croatia,Denmark,Ante Rebić,1,no,
2018,2018-07-01,Croatia,Denmark,Ivan Rakitić,2,no,
2018,2018-07-01,Croatia,Denmark,Ivan Strinić,1,no,
2018,2018-07-01,Croatia,Denmark,Luka Modrić,1,no,
2018,2018-07-01,Croatia,Denmark,Mario Mandžukić,2,no,
2018,2018-07-01,Denmark,Croatia,Andreas Evald Cornelius,1,no,
2018,2018-07-01,Denmark,Croatia,Henrik Dalsgaard,2,no,
2018,2018-07-01,Denmark,Croatia,Lasse Schöne,1,no,
2018,2018-07-01,Denmark,Croatia,Martin Braithwaite Christensen,2,no,
2018,2018-07-01,Denmark,Croatia,Mathias Jørgensen Jatta,3,yes,2
2018,2018-07-01,Denmark,Croatia,Nicolai Jørgensen,1,no,
2018,2018-07-01,Denmark,Croatia,Simon Thorup Kjær,1,no,
2018,2018-07-01,Denmark,Croatia,Thomas Delaney,4,no,
2018,2018-07-01,Denmark,Croatia,Yussuf Yurary Poulsen,4,no,
2018,2018-07-01,Russia,Spain,Aleksandr Erokhin,1,no,
2018,2018-07-01,Russia,Spain,Aleksandr Golovin,5,no,
2018,2018-07-01,Russia,Spain,Aleksandr Samedov,2,no,
2018,2018-07-01,Russia,Spain,Artem Dzyuba,1,no,
2018,2018-07-01,Russia,Spain,Denis Cheryshev,1,no,
2018,2018-07-01,Russia,Spain,Fedor Kudryashov,1,no,
2018,2018-07-01,Russia,Spain,Fyodor Smolov,1,no,
2018,2018-07-01,Russia,Spain,Ilya Kutepov,1,yes,0
2018,2018-07-01,Russia,Spain,Mário Figueira Fernandes,1,no,
2018,2018-07-01,Russia,Spain,Roman Zobnin,5,yes,4
2018,2018-07-01,Russia,Spain,Sergei Ignashevich,1,no,
2018,2018-07-01,Russia,Spain,Yuri Zhirkov,1,no,
2018,2018-07-01,Spain,Russia,Diego da Silva Costa,1,no,
2018,2018-07-01,Spain,Russia,Gerard Piqué Bernabéu,1,yes,0
2018,2018-07-01,Spain,Russia,Rodrigo Moreno Machado,1,no,
2018,2018-07-01,Spain,Russia,Sergio Ramos García,3,no,
2018,2018-07-02,Belgium,Japan,Kevin De Bruyne,2,no,
2018,2018-07-02,Belgium,Japan,Nacer Chadli,1,no,
2018,2018-07-02,Belgium,Japan,Romelu Lukaku Menama,2,no,
2018,2018-07-02,Belgium,Japan,Thomas Meunier,2,no,
2018,2018-07-02,Belgium,Japan,Vincent Kompany,4,no,
2018,2018-07-02,Belgium,Japan,Yannick Ferreira Carrasco,2,no,
2018,2018-07-02,Brazil,Mexico,Carlos Henrique Casimiro,1,yes,0
2018,2018-07-02,Brazil,Mexico,Filipe Luís Kasmirski,1,yes,0
2018,2018-07-02,Brazil,Mexico,Fágner Conserva Lemos,2,no,
2018,2018-07-02,Brazil,Mexico,Gabriel Fernando de Jesus,2,no,
2018,2018-07-02,Brazil,Mexico,Philippe Coutinho Correia,2,no,
2018,2018-07-02,Japan,Belgium,Gaku Shibasaki,2,yes,0
2018,2018-07-02,Japan,Belgium,Genki Haraguchi,1,no,
2018,2018-07-02,Japan,Belgium,Makoto Hasebe,2,no,
2018,2018-07-02,Japan,Belgium,Maya Yoshida,1,no,
2018,2018-07-02,Japan,Belgium,Shinji Kagawa,1,no,
2018,2018-07-02,Japan,Belgium,Takashi Inui,1,no,
2018,2018-07-02,Japan,Belgium,Yuto Nagatomo,1,no,
2018,2018-07-02,Japan,Belgium,Yūya Ōsako,2,no,
2018,2018-07-02,Mexico,Brazil,Carlos Joel Salcedo Hernández,2,no,
2018,2018-07-02,Mexico,Brazil,Edson Omar Álvarez Velázquez,2,yes,1
2018,2018-07-02,Mexico,Brazil,Hirving Rodrigo Lozano Bahena,2,no,
2018,2018-07-02,Mexico,Brazil,Héctor Miguel Herrera López,6,yes,2
2018,2018-07-02,Mexico,Brazil,Javier Hernández Balcázar,1,no,
2018,2018-07-02,Mexico,Brazil,Jesús Daniel Gallardo Vasconcelos,1,no,
2018,2018-07-02,Mexico,Brazil,José Andrés Guardado Hernández,2,yes,1
2018,2018-07-02,Mexico,Brazil,Rafael Márquez Álvarez,2,no,
2018,2018-07-02,Mexico,Brazil,Raúl Alonso Jiménez Rodríguez,1,yes,0
2018,2018-07-03,Colombia,England,Carlos Alberto Sánchez Moreno,3,yes,1
2018,2018-07-03,Colombia,England,Carlos Arturo Bacca Ahumada,2,yes,0
2018,2018-07-03,Colombia,England,Davinson Sánchez Mina,1,no,
2018,2018-07-03,Colombia,England,Jefferson Andrés Lerma Solís,2,no,
2018,2018-07-03,Colombia,England,Juan Guillermo Cuadrado Bello,2,yes,1
2018,2018-07-03,Colombia,England,Luis Fernando Muriel Fruto,1,no,
2018,2018-07-03,Colombia,England,Radamel Falcao García Zárate,3,yes,2
2018,2018-07-03,Colombia,England,Santiago Arias Naranjo,1,yes,0
2018,2018-07-03,Colombia,England,Wílmar Enrique Barrios Terán,5,yes,1
2018,2018-07-03,Colombia,England,Yerry Fernando Mina González,3,no,
2018,2018-07-03,England,Colombia,Bamidele Alli,1,no,
2018,2018-07-03,England,Colombia,Eric Dier,1,no,
2018,2018-07-03,England,Colombia,Harry Kane,1,no,
2018,2018-07-03,England,Colombia,Jesse Lingard,3,yes,0
2018,2018-07-03,England,Colombia,John Stones,2,no,
2018,2018-07-03,England,Colombia,Jordan Brian Henderson,1,yes,1
2018,2018-07-03,England,Colombia,Kieran Trippier,2,no,
2018,2018-07-03,England,Colombia,Raheem Sterling,2,no,
2018,2018-07-03,Sweden,Switzerland,Emil Peter Forsberg,1,no,
2018,2018-07-03,Sweden,Switzerland,Gustav Svensson,1,no,
2018,2018-07-03,Sweden,Switzerland,Ludwig Augustinsson,1,no,
2018,2018-07-03,Sweden,Switzerland,Marcus Berg,8,no,
2018,2018-07-03,Sweden,Switzerland,Mikael Lustig,1,yes,0
2018,2018-07-03,Switzerland,Sweden,Blerim Džemaili,2,no,
2018,2018-07-03,Switzerland,Sweden,Breel-Donald Embolo,1,no,
2018,2018-07-03,Switzerland,Sweden,Granit Xhaka,3,yes,2
2018,2018-07-03,Switzerland,Sweden,Johan Danon Djourou-Gbadjere,1,no,
2018,2018-07-03,Switzerland,Sweden,Josip Drmic,1,no,
2018,2018-07-03,Switzerland,Sweden,Manuel Obafemi Akanji,1,no,
2018,2018-07-03,Switzerland,Sweden,Michael Lang,1,no,
2018,2018-07-03,Switzerland,Sweden,Ricardo Iván Rodríguez Araya,1,no,
2018,2018-07-03,Switzerland,Sweden,Steven Zuber,1,no,
2018,2018-07-03,Switzerland,Sweden,Valon Behrami,3,yes,1
2018,2018-07-03,Switzerland,Sweden,Xherdan Shaqiri,1,no,
2018,2018-07-06,Belgium,Brazil,Eden Hazard,4,no,
2018,2018-07-06,Belgium,Brazil,Jan Vertonghen,1,no,
2018,2018-07-06,Belgium,Brazil,Marouane Fellaini-Bakkioui,6,no,
2018,2018-07-06,Belgium,Brazil,Romelu Lukaku Menama,3,no,
2018,2018-07-06,Belgium,Brazil,Thomas Meunier,2,yes,1
2018,2018-07-06,Belgium,Brazil,Toby Alderweireld,2,yes,0
2018,2018-07-06,Brazil,Belgium,Fernando Luiz Roza,2,yes,1
2018,2018-07-06,Brazil,Belgium,Fágner Conserva Lemos,4,yes,3
2018,2018-07-06,Brazil,Belgium,Gabriel Fernando de Jesus,1,no,
2018,2018-07-06,Brazil,Belgium,José Paulo Bezzera Maciel Júnior,3,no,
2018,2018-07-06,Brazil,Belgium,João Miranda de Souza Filho,4,no,
2018,2018-07-06,Brazil,Belgium,Marcelo Vieira da Silva Júnior,2,no,
2018,2018-07-06,Brazil,Belgium,Philippe Coutinho Correia,1,no,
2018,2018-07-06,Brazil,Belgium,Renato Soares de Oliveira Augusto,1,no,
2018,2018-07-06,Brazil,Belgium,Roberto Firmino Barbosa de Oliveira,1,no,
2018,2018-07-06,Brazil,Belgium,Willian Borges da Silva,1,no,
2018,2018-07-06,France,Uruguay,Kylian Mbappé Lottin,0,yes,0
2018,2018-07-06,France,Uruguay,Lucas Hernández Pi,3,yes,2
2018,2018-07-06,France,Uruguay,N'Golo Kanté,2,no,
2018,2018-07-06,France,Uruguay,Nabil Fekir,1,no,
2018,2018-07-06,France,Uruguay,Olivier Giroud,3,no,
2018,2018-07-06,France,Uruguay,Paul Pogba,4,no,
2018,2018-07-06,France,Uruguay,Raphaël Varane,1,no,
2018,2018-07-06,France,Uruguay,Samuel Yves Umtiti,2,no,
2018,2018-07-06,France,Uruguay,Steven N'Kemboanza Mike Christopher Nzonzi,2,no,
2018,2018-07-06,Uruguay,France,Cristhian Ricardo Stuani Curbelo,4,no,
2018,2018-07-06,Uruguay,France,Cristian Gabriel Rodríguez Barrotti,0,yes,0
2018,2018-07-06,Uruguay,France,Diego Sebastián Laxalt Suárez,3,no,
2018,2018-07-06,Uruguay,France,José Martín Cáceres Silva,1,no,
2018,2018-07-06,Uruguay,France,José María Giménez de Vargas,1,no,
2018,2018-07-06,Uruguay,France,Lucas Torreira Di Pascua,3,no,
2018,2018-07-06,Uruguay,France,Matías Vecino Falero,4,no,
2018,2018-07-06,Uruguay,France,Maximiliano Gómez González,1,no,
2018,2018-07-06,Uruguay,France,Nahitan Michel Nández Acosta,3,no,
2018,2018-07-06,Uruguay,France,Rodrigo Bentancur Colmán,2,yes,1
2018,2018-07-07,Croatia,Russia,Andrej Kramarić,1,no,
2018,2018-07-07,Croatia,Russia,Ante Rebić,2,no,
2018,2018-07-07,Croatia,Russia,Dejan Lovren,2,yes,0
2018,2018-07-07,Croatia,Russia,Domagoj Vida,1,yes,1
2018,2018-07-07,Croatia,Russia,Ivan Perišić,1,no,
2018,2018-07-07,Croatia,Russia,Ivan Rakitić,1,no,
2018,2018-07-07,Croatia,Russia,Ivan Strinić,3,yes,2
2018,2018-07-07,Croatia,Russia,Josip Pivarić,4,yes,3
2018,2018-07-07,Croatia,Russia,Luka Modrić,1,no,
2018,2018-07-07,Croatia,Russia,Mateo Kovačić,1,no,
2018,2018-07-07,Croatia,Russia,Šime Vrsaljko,1,no,
2018,2018-07-07,England,Sweden,Ashley Young,1,no,
2018,2018-07-07,England,Sweden,Bamidele Alli,2,no,
2018,2018-07-07,England,Sweden,Harry Kane,1,no,
2018,2018-07-07,England,Sweden,Harry Maguire,3,yes,2
2018,2018-07-07,England,Sweden,Raheem Sterling,1,no,
2018,2018-07-07,Russia,Croatia,Aleksandr Erokhin,1,no,
2018,2018-07-07,Russia,Croatia,Aleksandr Golovin,3,no,
2018,2018-07-07,Russia,Croatia,Aleksandr Samedov,3,no,
2018,2018-07-07,Russia,Croatia,Artem Dzyuba,3,no,
2018,2018-07-07,Russia,Croatia,Daler Kuzyaev,2,no,
2018,2018-07-07,Russia,Croatia,Denis Cheryshev,1,no,
2018,2018-07-07,Russia,Croatia,Fedor Kudryashov,3,no,
2018,2018-07-07,Russia,Croatia,Ilya Kutepov,1,no,
2018,2018-07-07,Russia,Croatia,Mário Figueira Fernandes,2,no,
2018,2018-07-07,Russia,Croatia,Roman Zobnin,3,no,
2018,2018-07-07,Russia,Croatia,Yury Gazinskiy,2,yes,1
2018,2018-07-07,Sweden,England,Albin Ekdal,1,no,
2018,2018-07-07,Sweden,England,Andreas Granqvist,3,no,
2018,2018-07-07,Sweden,England,John Guidetti,0,yes,0
2018,2018-07-07,Sweden,England,Ludwig Augustinsson,1,no,
2018,2018-07-07,Sweden,England,Marcus Berg,1,no,
2018,2018-07-07,Sweden,England,Martin Olsson,1,no,
2018,2018-07-07,Sweden,England,Ola Toivonen,1,no,
2018,2018-07-07,Sweden,England,Pontus Jansson,1,no,
2018,2018-07-07,Sweden,England,Sebastian Larsson,4,yes,3
2018,2018-07-07,Sweden,England,Victor Nilsson Lindelöf,1,no,
2018,2018-07-10,Belgium,France,Axel Witsel,2,no,
2018,2018-07-10,Belgium,France,Dries Mertens,1,no,
2018,2018-07-10,Belgium,France,Eden Hazard,1,yes,0
2018,2018-07-10,Belgium,France,Jan Vertonghen,2,yes,1
2018,2018-07-10,Belgium,France,Kevin De Bruyne,1,no,
2018,2018-07-10,Belgium,France,Marouane Fellaini-Bakkioui,2,no,
2018,2018-07-10,Belgium,France,Mousa Sidi Yaya Dembélé,4,no,
2018,2018-07-10,Belgium,France,Nacer Chadli,1,no,
2018,2018-07-10,Belgium,France,Romelu Lukaku Menama,1,no,
2018,2018-07-10,Belgium,France,Toby Alderweireld,1,yes,0
2018,2018-07-10,Belgium,France,Vincent Kompany,1,no,
2018,2018-07-10,France,Belgium,Antoine Griezmann,1,no,
2018,2018-07-10,France,Belgium,Kylian Mbappé Lottin,0,yes,0
2018,2018-07-10,France,Belgium,Lucas Hernández Pi,1,no,
2018,2018-07-10,France,Belgium,N'Golo Kanté,1,yes,0
2018,2018-07-10,France,Belgium,Olivier Giroud,1,no,
2018,2018-07-10,France,Belgium,Paul Pogba,2,no,
2018,2018-07-11,Croatia,England,Ante Rebić,6,yes,5
2018,2018-07-11,Croatia,England,Dejan Lovren,3,no,
2018,2018-07-11,Croatia,England,Domagoj Vida,1,no,
2018,2018-07-11,Croatia,England,Ivan Perišić,2,no,
2018,2018-07-11,Croatia,England,Ivan Rakitić,3,no,
2018,2018-07-11,Croatia,England,Ivan Strinić,2,no,
2018,2018-07-11,Croatia,England,Luka Modrić,2,no,
2018,2018-07-11,Croatia,England,Marcelo Brozović,1,no,
2018,2018-07-11,Croatia,England,Mario Mandžukić,2,yes,2
2018,2018-07-11,Croatia,England,Milan Badelj,1,no,
2018,2018-07-11,Croatia,England,Šime Vrsaljko,3,no,
2018,2018-07-11,England,Croatia,Bamidele Alli,1,no,
2018,2018-07-11,England,Croatia,Harry Kane,1,no,
2018,2018-07-11,England,Croatia,Jamie Vardy,1,no,
2018,2018-07-11,England,Croatia,Jesse Lingard,1,no,
2018,2018-07-11,England,Croatia,Jordan Brian Henderson,2,no,
2018,2018-07-11,England,Croatia,Kieran Trippier,1,no,
2018,2018-07-11,England,Croatia,Kyle Walker,2,yes,2
2018,2018-07-11,England,Croatia,Marcus Rashford,2,no,
2018,2018-07-11,England,Croatia,Raheem Sterling,2,no,
2018,2018-07-14,Belgium,England,Axel Witsel,2,yes,2
2018,2018-07-14,Belgium,England,Dries Mertens,1,no,
2018,2018-07-14,Belgium,England,Mousa Sidi Yaya Dembélé,1,no,
2018,2018-07-14,Belgium,England,Romelu Lukaku Menama,1,no,
2018,2018-07-14,Belgium,England,Thomas Vermaelen,2,no,
2018,2018-07-14,Belgium,England,Vincent Kompany,2,no,
2018,2018-07-14,Belgium,England,Youri Tielemans,3,no,
2018,2018-07-14,England,Belgium,Eric Dier,1,no,
2018,2018-07-14,England,Belgium,Harry Maguire,1,yes,0
2018,2018-07-14,England,Belgium,John Stones,1,yes,0
2018,2018-07-14,England,Belgium,Kieran Trippier,1,no,
2018,2018-07-15,Croatia,France,Ante Rebić,2,no,
2018,2018-07-15,Croatia,France,Ivan Perišić,2,no,
2018,2018-07-15,Croatia,France,Ivan Rakitić,1,no,
2018,2018-07-15,Croatia,France,Ivan Strinić,1,no,
2018,2018-07-15,Croatia,France,Luka Modrić,2,no,
2018,2018-07-15,Croatia,France,Marcelo Brozović,2,no,
2018,2018-07-15,Croatia,France,Mario Mandžukić,2,no,
2018,2018-07-15,Croatia,France,Šime Vrsaljko,2,yes,1
2018,2018-07-15,France,Croatia,Benjamin Pavard,1,no,
2018,2018-07-15,France,Croatia,Blaise Matuidi,1,no,
2018,2018-07-15,France,Croatia,Lucas Hernández Pi,1,no,
2018,2018-07-15,France,Croatia,N''Golo Kanté,3,yes,2
2018,2018-07-15,France,Croatia,Nabil Fekir,1,no,
2018,2018-07-15,France,Croatia,Olivier Giroud,3,no,
2018,2018-07-15,France,Croatia,Paul Pogba,2,no,
2018,2018-07-15,France,Croatia,Raphaël Varane,1,no,
2018,2018-07-15,France,Croatia,Samuel Yves Umtiti,1,no,
2022,2022-11-20,Ecuador,Qatar,Angelo Smit Preciado Quiñónez,2,no,
2022,2022-11-20,Ecuador,Qatar,Enner Remberto Valencia Lastra,1,no,
2022,2022-11-20,Ecuador,Qatar,Gonzalo Jordy Plata Jiménez,1,no,
2022,2022-11-20,Ecuador,Qatar,Jhegson Sebastián Méndez Carabalí,3,yes,2
2022,2022-11-20,Ecuador,Qatar,José Adoni Cifuentes Charcopa,2,no,
2022,2022-11-20,Ecuador,Qatar,Kevin José Rodríguez Cortez,1,no,
2022,2022-11-20,Ecuador,Qatar,Moisés Isaac Caicedo Corozo,1,yes,0
2022,2022-11-20,Ecuador,Qatar,Pervis Josué Estupiñán Tenorio,3,no,
2022,2022-11-20,Qatar,Ecuador,Abdulaziz Hatem Mohammed Abdullah,3,no,
2022,2022-11-20,Qatar,Ecuador,Akram Hassan Afif,1,yes,0
2022,2022-11-20,Qatar,Ecuador,Almoez Ali Zainalabiddin Abdulla,1,yes,0
2022,2022-11-20,Qatar,Ecuador,Bassam Hisham Al Rawi,2,no,
2022,2022-11-20,Qatar,Ecuador,Hassan Khalid Al Heidos,1,no,
2022,2022-11-20,Qatar,Ecuador,Homam Alamin Ahmed,1,no,
2022,2022-11-20,Qatar,Ecuador,Karim Boudiaf,3,yes,0
2022,2022-11-20,Qatar,Ecuador,Mohammed Waed Abdulwahhab Al Bayati,1,no,
2022,2022-11-20,Qatar,Ecuador,Pedro Miguel Correia,3,no,
2022,2022-11-20,Qatar,Ecuador,Saad Abdullah Al Sheeb,1,yes,0
2022,2022-11-21,England,Iran,Bukayo Saka,2,no,
2022,2022-11-21,England,Iran,John Stones,2,no,
2022,2022-11-21,England,Iran,Jude Bellingham,1,no,
2022,2022-11-21,England,Iran,Marcus Rashford,1,no,
2022,2022-11-21,England,Iran,Mason Mount,2,no,
2022,2022-11-21,England,Iran,Phil Foden,1,no,
2022,2022-11-21,Iran,England,Ahmad Nourollahi,3,no,
2022,2022-11-21,Iran,England,Ali Karimi,2,no,
2022,2022-11-21,Iran,England,Alireza Jahanbakhsh,2,yes,0
2022,2022-11-21,Iran,England,Ehsan Hajsafi,1,no,
2022,2022-11-21,Iran,England,Mehdi Taremi,2,no,
2022,2022-11-21,Iran,England,Milad Mohammadi,1,no,
2022,2022-11-21,Iran,England,Morteza Pouraliganji,4,yes,2
2022,2022-11-21,Iran,England,Roozbeh Cheshmi,2,no,
2022,2022-11-21,Iran,England,Sadegh Moharrami,3,no,
2022,2022-11-21,Iran,England,Seyed Majid Hosseini,1,no,
2022,2022-11-21,Netherlands,Senegal,Cody Mathès Gakpo,1,no,
2022,2022-11-21,Netherlands,Senegal,Daley Blind,2,no,
2022,2022-11-21,Netherlands,Senegal,Denzel Dumfries,3,no,
2022,2022-11-21,Netherlands,Senegal,Frenkie de Jong,1,no,
2022,2022-11-21,Netherlands,Senegal,Matthijs de Ligt,5,yes,4
2022,2022-11-21,Netherlands,Senegal,Nathan Aké,2,no,
2022,2022-11-21,Netherlands,Senegal,Vincent Janssen,1,no,
2022,2022-11-21,Netherlands,Senegal,Virgil van Dijk,1,no,
2022,2022-11-21,Senegal,Netherlands,Abdou Diallo,2,no,
2022,2022-11-21,Senegal,Netherlands,Cheikh Ahmadou Bamba Mbacke Dieng,1,no,
2022,2022-11-21,Senegal,Netherlands,Cheikhou Kouyaté,1,no,
2022,2022-11-21,Senegal,Netherlands,Idrissa Gana Gueye,1,yes,0
2022,2022-11-21,Senegal,Netherlands,Ismaïla Sarr,1,no,
2022,2022-11-21,Senegal,Netherlands,Kalidou Koulibaly,1,no,
2022,2022-11-21,Senegal,Netherlands,Nampalys Mendy,2,yes,1
2022,2022-11-21,Senegal,Netherlands,Nicolas Jackson,1,no,
2022,2022-11-21,Senegal,Netherlands,Pape Abou Cissé,1,no,
2022,2022-11-21,Senegal,Netherlands,Youssouf Sabaly,2,no,
2022,2022-11-21,United States,Wales,Antonee Robinson,2,no,
2022,2022-11-21,United States,Wales,Brenden Aaronson,1,no,
2022,2022-11-21,United States,Wales,Joshua Sargent,1,no,
2022,2022-11-21,United States,Wales,Kellyn Kai Perry-Acosta,1,yes,0
2022,2022-11-21,United States,Wales,Sergino Dest,1,yes,0
2022,2022-11-21,United States,Wales,Tim Ream,1,yes,0
2022,2022-11-21,United States,Wales,Tyler Adams,3,no,
2022,2022-11-21,United States,Wales,Walker Zimmerman,1,no,
2022,2022-11-21,United States,Wales,Weston McKennie,4,yes,1
2022,2022-11-21,United States,Wales,Yunus Dimoara Musah,2,no,
2022,2022-11-21,Wales,United States,Chris Mepham,2,yes,1
2022,2022-11-21,Wales,United States,Ethan Ampadu,1,no,
2022,2022-11-21,Wales,United States,Gareth Frank Bale,2,yes,0
2022,2022-11-21,Wales,United States,Harry Wilson,1,no,
2022,2022-11-21,Wales,United States,Joe Rodon,1,no,
2022,2022-11-21,Wales,United States,Joseff Morrell,1,no,
2022,2022-11-21,Wales,United States,Kieffer Roberto Francisco Moore,2,no,
2022,2022-11-22,Argentina,Saudi Arabia,Alejandro Darío Gómez,1,no,
2022,2022-11-22,Argentina,Saudi Arabia,Cristian Gabriel Romero,1,no,
2022,2022-11-22,Argentina,Saudi Arabia,Lautaro Javier Martínez,1,no,
2022,2022-11-22,Argentina,Saudi Arabia,Leandro Daniel Paredes,1,no,
2022,2022-11-22,Argentina,Saudi Arabia,Lionel Andrés Messi Cuccittini,1,no,
2022,2022-11-22,Argentina,Saudi Arabia,Nahuel Molina Lucero,1,no,
2022,2022-11-22,Argentina,Saudi Arabia,Rodrigo Javier De Paul,1,no,
2022,2022-11-22,Australia,France,Aaron Mooy,2,yes,1
2022,2022-11-22,Australia,France,Aziz Eraltay Behich,1,no,
2022,2022-11-22,Australia,France,Craig Goodwin,1,no,
2022,2022-11-22,Australia,France,Garang Kuol,1,no,
2022,2022-11-22,Australia,France,Jackson Irvine,4,yes,3
2022,2022-11-22,Australia,France,Mitchell Thomas Duke,2,yes,1
2022,2022-11-22,Australia,France,Riley McGree,3,no,
2022,2022-11-22,Denmark,Tunisia,Christian Dannemann Eriksen,2,no,
2022,2022-11-22,Denmark,Tunisia,Joachim Andersen,3,no,
2022,2022-11-22,Denmark,Tunisia,Joakim Mæhle,1,no,
2022,2022-11-22,Denmark,Tunisia,Kasper Dolberg,2,no,
2022,2022-11-22,Denmark,Tunisia,Mathias Jensen,2,yes,0
2022,2022-11-22,Denmark,Tunisia,Mikkel Damsgaard,1,no,
2022,2022-11-22,Denmark,Tunisia,Rasmus Nissen Kristensen,1,yes,0
2022,2022-11-22,Denmark,Tunisia,Thomas Delaney,1,no,
2022,2022-11-22,France,Australia,Adrien Rabiot,1,no,
2022,2022-11-22,France,Australia,Kylian Mbappé Lottin,1,no,
2022,2022-11-22,France,Australia,Olivier Giroud,1,no,
2022,2022-11-22,France,Australia,Theo Bernard François Hernández,1,no,
2022,2022-11-22,Mexico,Poland,Carlos Alberto Rodríguez Gómez,1,no,
2022,2022-11-22,Mexico,Poland,César Jasib Montes Castro,2,no,
2022,2022-11-22,Mexico,Poland,Edson Omar Álvarez Velázquez,1,no,
