year,match_date,team,opponent,player,fouls_total,got_yellow,fouls_before_first_yellow
2018,2018-06-22,Brazil,Costa Rica,Neymar da Silva Santos Junior,4,yes,4
2018,2018-06-22,Brazil,Costa Rica,Philippe Coutinho Correia,0,yes,0
2018,2018-06-22,Brazil,Costa Rica,Willian Borges da Silva,1,no,
2018,2018-06-22,Costa Rica,Brazil,Bryan Oviedo,4,no,
2018,2018-06-22,Costa Rica,Brazil,Bryan Ruiz González,2,no,
2018,2018-06-22,Costa Rica,Brazil,Cristian Gamboa Luna,1,no,
2018,2018-06-22,Costa Rica,Brazil,David Alberto Guzmán Pérez,5,no,
2018,2018-06-22,Costa Rica,Brazil,Johan Alberto Venegas Ulloa,2,no,
2018,2018-06-22,Costa Rica,Brazil,Johnny Acosta Zamora,0,yes,0
2018,2018-06-22,Costa Rica,Brazil,Marcos Danilo Ureña Porras,1,no,
2018,2018-06-22,Costa Rica,Brazil,Óscar Esau Duarte Gaitán,2,no,
2018,2018-06-22,Iceland,Nigeria,Alfreð Finnbogason,1,no,
2018,2018-06-22,Iceland,Nigeria,Birkir Bjarnason,2,no,
2018,2018-06-22,Iceland,Nigeria,Gylfi Þór Sigurðsson,2,no,
2018,2018-06-22,Iceland,Nigeria,Hörður Björgvin Magnússon,2,no,
2018,2018-06-22,Iceland,Nigeria,Kári Árnason,1,no,
2018,2018-06-22,Iceland,Nigeria,Ragnar Sigurðsson,1,no,
2018,2018-06-22,Iceland,Nigeria,Rúrik Gíslason,2,no,
2018,2018-06-22,Iceland,Nigeria,Sverrir Ingi Ingason,1,no,
2018,2018-06-22,Nigeria,Iceland,Ahmed Musa,2,no,
2018,2018-06-22,Nigeria,Iceland,Brian Oladapo Idowu,2,yes,1
2018,2018-06-22,Nigeria,Iceland,John Michael Nchekwube Obinna,2,no,
2018,2018-06-22,Nigeria,Iceland,Kenneth Josiah Omeruo,1,no,
2018,2018-06-22,Nigeria,Iceland,Oghenekaro Etebo,1,no,
2018,2018-06-22,Nigeria,Iceland,Onyinye Wilfred Ndidi,1,no,
2018,2018-06-22,Nigeria,Iceland,Tyronne Ebuehi,1,no,
2018,2018-06-22,Serbia,Switzerland,Aleksandar Kolarov,2,no,
2018,2018-06-22,Serbia,Switzerland,Aleksandar Mitrović,4,yes,4
2018,2018-06-22,Serbia,Switzerland,Branislav Ivanović,1,no,
2018,2018-06-22,Serbia,Switzerland,Duško Tošić,3,no,
2018,2018-06-22,Serbia,Switzerland,Luka Milivojević,2,yes,1
2018,2018-06-22,Serbia,Switzerland,Nemanja Matić,4,yes,1
2018,2018-06-22,Serbia,Switzerland,Sergej Milinković-Savić,4,yes,0
2018,2018-06-22,Switzerland,Serbia,Blerim Džemaili,2,no,
2018,2018-06-22,Switzerland,Serbia,Fabian Lukas Schär,1,no,
2018,2018-06-22,Switzerland,Serbia,Granit Xhaka,1,no,
2018,2018-06-22,Switzerland,Serbia,Haris Seferović,1,no,
2018,2018-06-22,Switzerland,Serbia,Manuel Obafemi Akanji,2,no,
2018,2018-06-22,Switzerland,Serbia,Ricardo Iván Rodríguez Araya,2,no,
2018,2018-06-22,Switzerland,Serbia,Valon Behrami,2,no,
2018,2018-06-22,Switzerland,Serbia,Xherdan Shaqiri,2,yes,1
2018,2018-06-23,Belgium,Tunisia,Anga Dedryck Boyata,1,no,
2018,2018-06-23,Belgium,Tunisia,Axel Witsel,2,no,
2018,2018-06-23,Belgium,Tunisia,Dries Mertens,1,no,
2018,2018-06-23,Belgium,Tunisia,Eden Hazard,1,no,
2018,2018-06-23,Belgium,Tunisia,Jan Vertonghen,1,no,
2018,2018-06-23,Belgium,Tunisia,Marouane Fellaini-Bakkioui,1,no,
2018,2018-06-23,Belgium,Tunisia,Romelu Lukaku Menama,1,no,
2018,2018-06-23,Belgium,Tunisia,Thomas Meunier,3,no,
2018,2018-06-23,Belgium,Tunisia,Yannick Ferreira Carrasco,2,no,
2018,2018-06-23,Germany,Sweden,Antonio Rüdiger,2,no,
2018,2018-06-23,Germany,Sweden,Jonas Hector,1,no,
2018,2018-06-23,Germany,Sweden,Julian Draxler,3,no,
2018,2018-06-23,Germany,Sweden,Jérôme Boateng,2,yes,0
2018,2018-06-23,Germany,Sweden,Marco Reus,1,no,
2018,2018-06-23,Germany,Sweden,Sebastian Rudy,1,no,
2018,2018-06-23,Germany,Sweden,Thomas Müller,1,no,
2018,2018-06-23,Germany,Sweden,Timo Werner,1,no,
2018,2018-06-23,Mexico,South Korea,Carlos Alberto Vela Garrido,2,no,
2018,2018-06-23,Mexico,South Korea,Carlos Joel Salcedo Hernández,1,no,
2018,2018-06-23,Mexico,South Korea,Hirving Rodrigo Lozano Bahena,2,no,
2018,2018-06-23,Mexico,South Korea,Héctor Alfredo Moreno Herrera,1,no,
2018,2018-06-23,Mexico,South Korea,Héctor Miguel Herrera López,1,no,
2018,2018-06-23,Mexico,South Korea,Jesús Daniel Gallardo Vasconcelos,1,no,
2018,2018-06-23,South Korea,Mexico,Chul Hong,2,no,
2018,2018-06-23,South Korea,Mexico,Hee-Chan Hwang,2,no,
2018,2018-06-23,South Korea,Mexico,Heung-Min Son,1,no,
2018,2018-06-23,South Korea,Mexico,Hyun-Soo Jang,1,no,
2018,2018-06-23,South Korea,Mexico,Jae-Sung Lee,1,no,
2018,2018-06-23,South Korea,Mexico,Min-Woo Kim,2,no,
2018,2018-06-23,South Korea,Mexico,Se-Jong Ju,2,no,
2018,2018-06-23,South Korea,Mexico,Seon-Min Moon,1,no,
2018,2018-06-23,South Korea,Mexico,Seung-Woo Lee,2,no,
2018,2018-06-23,South Korea,Mexico,Sung-Yeung Ki,3,no,
2018,2018-06-23,South Korea,Mexico,Woo-Young Jung,2,yes,0
2018,2018-06-23,South Korea,Mexico,Yong Lee,4,yes,3
2018,2018-06-23,South Korea,Mexico,Young-Gwon Kim,3,yes,1
2018,2018-06-23,Sweden,Germany,Albin Ekdal,1,yes,0
2018,2018-06-23,Sweden,Germany,Andreas Granqvist,1,no,
2018,2018-06-23,Sweden,Germany,Emil Peter Forsberg,1,no,
2018,2018-06-23,Sweden,Germany,Isaac Kiese Thelin,1,no,
2018,2018-06-23,Sweden,Germany,Jimmy Durmaz,2,no,
2018,2018-06-23,Sweden,Germany,Marcus Berg,1,no,
2018,2018-06-23,Sweden,Germany,Mikael Lustig,2,no,
2018,2018-06-23,Sweden,Germany,Ola Toivonen,4,no,
2018,2018-06-23,Sweden,Germany,Sebastian Larsson,2,yes,1
2018,2018-06-23,Sweden,Germany,Victor Nilsson Lindelöf,1,no,
2018,2018-06-23,Sweden,Germany,Viktor Claesson,1,no,
2018,2018-06-23,Tunisia,Belgium,Ellyes Joris Skhiri,4,no,
2018,2018-06-23,Tunisia,Belgium,Fakhreddine Ben Youssef,1,no,
2018,2018-06-23,Tunisia,Belgium,Ferjani Sassi,1,yes,0
2018,2018-06-23,Tunisia,Belgium,Naïm Sliti,1,no,
2018,2018-06-23,Tunisia,Belgium,Saîf-Eddine Khaoui,2,no,
2018,2018-06-23,Tunisia,Belgium,Syam Ben Youssef,3,no,
2018,2018-06-23,Tunisia,Belgium,Yohan Benalouane,3,no,
2018,2018-06-24,Colombia,Poland,Andrés Mateus Uribe Villa,1,no,
2018,2018-06-24,Colombia,Poland,Davinson Sánchez Mina,1,no,
2018,2018-06-24,Colombia,Poland,James David Rodríguez Rubio,1,no,
2018,2018-06-24,Colombia,Poland,Jefferson Andrés Lerma Solís,1,no,
2018,2018-06-24,Colombia,Poland,Juan Fernando Quintero Paniagua,2,no,
2018,2018-06-24,Colombia,Poland,Radamel Falcao García Zárate,1,no,
2018,2018-06-24,Colombia,Poland,Santiago Arias Naranjo,1,no,
2018,2018-06-24,Colombia,Poland,Wílmar Enrique Barrios Terán,1,no,
2018,2018-06-24,Colombia,Poland,Yerry Fernando Mina González,2,no,
2018,2018-06-24,England,Panama,Ashley Young,1,no,
2018,2018-06-24,England,Panama,Harry Maguire,1,no,
2018,2018-06-24,England,Panama,Jesse Lingard,3,no,
2018,2018-06-24,England,Panama,Kieran Trippier,1,no,
2018,2018-06-24,England,Panama,Raheem Sterling,6,no,
2018,2018-06-24,England,Panama,Ruben Loftus-Cheek,2,yes,1
2018,2018-06-24,Japan,Senegal,Gaku Shibasaki,1,no,
2018,2018-06-24,Japan,Senegal,Genki Haraguchi,2,no,
2018,2018-06-24,Japan,Senegal,Hiroki Sakai,2,no,
2018,2018-06-24,Japan,Senegal,Makoto Hasebe,1,yes,0
2018,2018-06-24,Japan,Senegal,Maya Yoshida,1,no,
2018,2018-06-24,Japan,Senegal,Takashi Inui,1,yes,0
2018,2018-06-24,Japan,Senegal,Takashi Usami,1,no,
2018,2018-06-24,Panama,England,Abdiel Arroyo Molinar,1,no,
2018,2018-06-24,Panama,England,Aníbal Cesis Godoy,2,no,
2018,2018-06-24,Panama,England,Armando Enrique Cooper Whitaker,2,yes,0
2018,2018-06-24,Panama,England,Erick Javier Davis Grajales,1,no,
2018,2018-06-24,Panama,England,Fidel Escobar Mendieta,2,yes,2
2018,2018-06-24,Panama,England,Gabriel Enrique Gómez Girón,1,no,
2018,2018-06-24,Panama,England,José Luis Rodríguez Francis,1,no,
2018,2018-06-24,Panama,England,Michael Amir Murillo Bermudez,2,yes,1
2018,2018-06-24,Panama,England,Ricardo Guardia Avila,1,no,
2018,2018-06-24,Poland,Colombia,Dawid Kownacki,2,no,
2018,2018-06-24,Poland,Colombia,Grzegorz Krychowiak,2,no,
2018,2018-06-24,Poland,Colombia,Jacek Góralski,4,yes,3
2018,2018-06-24,Poland,Colombia,Jan Bednarek,2,yes,0
2018,2018-06-24,Poland,Colombia,Maciej Rybus,1,no,
2018,2018-06-24,Poland,Colombia,Michał Pazdan,1,no,
2018,2018-06-24,Poland,Colombia,Piotr Zieliński,1,no,
2018,2018-06-24,Poland,Colombia,Robert Lewandowski,3,no,
2018,2018-06-24,Poland,Colombia,Łukasz Teodorczyk,1,no,
2018,2018-06-24,Senegal,Japan,Alfred John Momar N'Diaye,1,no,
2018,2018-06-24,Senegal,Japan,Cheikh N'Doye,1,yes,0
2018,2018-06-24,Senegal,Japan,Cheikhou Kouyaté,1,no,
2018,2018-06-24,Senegal,Japan,Idrissa Gana Gueye,2,no,
2018,2018-06-24,Senegal,Japan,Ismaïla Sarr,1,no,
2018,2018-06-24,Senegal,Japan,Kalidou Koulibaly,1,no,
2018,2018-06-24,Senegal,Japan,M'Baye Babacar Niang,1,yes,1
2018,2018-06-24,Senegal,Japan,Papa Alioune N'Diaye,1,no,
2018,2018-06-24,Senegal,Japan,Sadio Mané,2,no,
2018,2018-06-24,Senegal,Japan,Youssouf Sabaly,4,yes,3
2018,2018-06-25,Egypt,Saudi Arabia,Ahmed Fathy Abdel Meneim Ibrahim,6,yes,5
2018,2018-06-25,Egypt,Saudi Arabia,Ali Gabr,1,yes,0
2018,2018-06-25,Egypt,Saudi Arabia,Mahmoud Abdul Monem Abdelhamid Soliman,1,no,
2018,2018-06-25,Egypt,Saudi Arabia,Marwan Mohsen,2,no,
2018,2018-06-25,Egypt,Saudi Arabia,Mohamed Naser Elsayed Elneny,1,no,
2018,2018-06-25,Egypt,Saudi Arabia,Mohamed Salah,1,no,
2018,2018-06-25,Egypt,Saudi Arabia,Ramadan Sobhi Ramadan Ahmed,1,no,
2018,2018-06-25,Egypt,Saudi Arabia,Tarek Hamed,4,no,
2018,2018-06-25,Iran,Portugal,Alireza Jahanbakhsh,3,no,
2018,2018-06-25,Iran,Portugal,Karim Ansarifard,1,no,
2018,2018-06-25,Iran,Portugal,Mehdi Taremi,2,no,
2018,2018-06-25,Iran,Portugal,Omid Ebrahimi,1,no,
2018,2018-06-25,Iran,Portugal,Ramin Rezaeian,2,no,
2018,2018-06-25,Iran,Portugal,Saeid Ezatolahi Afagh,3,no,
2018,2018-06-25,Iran,Portugal,Saman Ghoddos,1,no,
2018,2018-06-25,Iran,Portugal,Sardar Azmoun,1,yes,0
2018,2018-06-25,Iran,Portugal,Vahid Amiri,2,no,
2018,2018-06-25,Morocco,Spain,Achraf Hakimi Mouh,0,yes,0
2018,2018-06-25,Morocco,Spain,Fayçal Fajr,2,no,
2018,2018-06-25,Morocco,Spain,Hakim Ziyech,1,no,
2018,2018-06-25,Morocco,Spain,Karim El Ahmadi Al Aroos,1,yes,0
2018,2018-06-25,Morocco,Spain,Khalid Boutaïb,1,no,
2018,2018-06-25,Morocco,Spain,Manuel Marouan da Costa Trinidade,2,yes,1
2018,2018-06-25,Morocco,Spain,Mbark Boussoufa,2,yes,0
2018,2018-06-25,Morocco,Spain,Munir Mohand Mohamedi,0,yes,0
2018,2018-06-25,Morocco,Spain,Nabil Dirar,2,no,
2018,2018-06-25,Morocco,Spain,Nordin Amrabat,6,yes,2
2018,2018-06-25,Morocco,Spain,Younès Belhanda,1,no,
2018,2018-06-25,Portugal,Iran,Adrien Sebastian Perruchet Silva,1,no,
2018,2018-06-25,Portugal,Iran,Cristiano Ronaldo dos Santos Aveiro,1,yes,0
2018,2018-06-25,Portugal,Iran,Cédric Ricardo Alves Soares,2,no,
2018,2018-06-25,Portugal,Iran,Raphaël Adelino José Guerreiro,2,no,
2018,2018-06-25,Portugal,Iran,Ricardo Andrade Quaresma Bernardo,2,yes,1
2018,2018-06-25,Portugal,Iran,William Silva de Carvalho,1,no,
2018,2018-06-25,Russia,Uruguay,Aleksey Miranchuk,1,no,
2018,2018-06-25,Russia,Uruguay,Artem Dzyuba,7,no,
2018,2018-06-25,Russia,Uruguay,Daler Kuzyaev,2,no,
2018,2018-06-25,Russia,Uruguay,Denis Cheryshev,1,no,
2018,2018-06-25,Russia,Uruguay,Fedor Kudryashov,2,no,
2018,2018-06-25,Russia,Uruguay,Igor Smolnikov,2,yes,0
2018,2018-06-25,Russia,Uruguay,Ilya Kutepov,1,no,
2018,2018-06-25,Russia,Uruguay,Roman Zobnin,1,no,
2018,2018-06-25,Russia,Uruguay,Sergei Ignashevich,1,no,
2018,2018-06-25,Russia,Uruguay,Yury Gazinskiy,1,no,
2018,2018-06-25,Saudi Arabia,Egypt,Abdullah Ibrahim Otayf,1,no,
2018,2018-06-25,Saudi Arabia,Egypt,Fahad Mosaed Al Muwallad Al Harbi,3,no,
2018,2018-06-25,Saudi Arabia,Egypt,Hattan Babhir,1,no,
2018,2018-06-25,Saudi Arabia,Egypt,Hussain Al Mogahwi,1,no,
2018,2018-06-25,Saudi Arabia,Egypt,Osama Abdulrezag Hawsawi,2,no,
2018,2018-06-25,Saudi Arabia,Egypt,Salman Mohammed Al Faraj,1,no,
2018,2018-06-25,Spain,Morocco,Francisco Román Alarcón Suárez,1,no,
2018,2018-06-25,Spain,Morocco,Gerard Piqué Bernabéu,1,no,
2018,2018-06-25,Spain,Morocco,Iago Aspas Juncal,1,no,
2018,2018-06-25,Spain,Morocco,Sergio Busquets i Burgos,1,no,
2018,2018-06-25,Spain,Morocco,Sergio Ramos García,1,no,
2018,2018-06-25,Spain,Morocco,Thiago Alcântara do Nascimento,1,no,
2018,2018-06-25,Uruguay,Russia,Diego Roberto Godín Leal,1,no,
2018,2018-06-25,Uruguay,Russia,Diego Sebastián Laxalt Suárez,2,no,
2018,2018-06-25,Uruguay,Russia,Edinson Roberto Cavani Gómez,2,no,
2018,2018-06-25,Uruguay,Russia,Matías Vecino Falero,3,no,
2018,2018-06-25,Uruguay,Russia,Nahitan Michel Nández Acosta,2,no,
2018,2018-06-25,Uruguay,Russia,Rodrigo Bentancur Colmán,6,yes,5
2018,2018-06-25,Uruguay,Russia,Sebastián Coates Nión,3,no,
2018,2018-06-26,Argentina,Nigeria,Cristian David Pavón,1,no,
2018,2018-06-26,Argentina,Nigeria,Enzo Nicolás Pérez,2,no,
2018,2018-06-26,Argentina,Nigeria,Faustino Marcos Alberto Rojo,2,no,
2018,2018-06-26,Argentina,Nigeria,Gabriel Iván Mercado,1,no,
2018,2018-06-26,Argentina,Nigeria,Gonzalo Gerardo Higuaín,2,no,
2018,2018-06-26,Argentina,Nigeria,Javier Alejandro Mascherano,2,yes,1
2018,2018-06-26,Argentina,Nigeria,Lionel Andrés Messi Cuccittini,2,yes,1
2018,2018-06-26,Argentina,Nigeria,Nicolás Alejandro Tagliafico,1,no,
2018,2018-06-26,Argentina,Nigeria,Éver Maximiliano David Banega,4,yes,2
2018,2018-06-26,Australia,Peru,Aaron Mooy,1,no,
2018,2018-06-26,Australia,Peru,Aziz Eraltay Behich,1,no,
2018,2018-06-26,Australia,Peru,Daniel Arzani,1,yes,0
2018,2018-06-26,Australia,Peru,Josh Risdon,1,no,
2018,2018-06-26,Australia,Peru,Mark Milligan,1,yes,0
2018,2018-06-26,Australia,Peru,Mathew Leckie,2,no,
2018,2018-06-26,Australia,Peru,Mile Jedinak,3,yes,0
2018,2018-06-26,Australia,Peru,Tim Cahill,1,no,
2018,2018-06-26,Australia,Peru,Tom Rogić,1,no,
2018,2018-06-26,Croatia,Iceland,Andrej Kramarić,1,no,
2018,2018-06-26,Croatia,Iceland,Dejan Lovren,1,no,
2018,2018-06-26,Croatia,Iceland,Duje Ćaleta-Car,1,no,
2018,2018-06-26,Croatia,Iceland,Josip Pivarić,1,no,
2018,2018-06-26,Croatia,Iceland,Marko Pjaca,1,yes,0
2018,2018-06-26,Croatia,Iceland,Mateo Kovačić,2,no,
2018,2018-06-26,Croatia,Iceland,Milan Badelj,3,no,
2018,2018-06-26,Croatia,Iceland,Tin Jedvaj,1,no,
2018,2018-06-26,Croatia,Iceland,Vedran Ćorluka,2,no,
2018,2018-06-26,Denmark,France,Andreas Evald Cornelius,2,no,
2018,2018-06-26,Denmark,France,Christian Dannemann Eriksen,1,no,
2018,2018-06-26,Denmark,France,Henrik Dalsgaard,2,no,
2018,2018-06-26,Denmark,France,Kasper Dolberg,1,no,
2018,2018-06-26,Denmark,France,Martin Braithwaite Christensen,2,no,
2018,2018-06-26,Denmark,France,Mathias Jørgensen Jatta,1,yes,0
2018,2018-06-26,Denmark,France,Thomas Delaney,2,no,
2018,2018-06-26,France,Denmark,Antoine Griezmann,2,no,
2018,2018-06-26,France,Denmark,Djibril Sidibé,1,no,
2018,2018-06-26,France,Denmark,Lucas Hernández Pi,1,no,
2018,2018-06-26,France,Denmark,N'Golo Kanté,1,no,
2018,2018-06-26,France,Denmark,Olivier Giroud,2,no,
2018,2018-06-26,France,Denmark,Presnel Kimpembe,1,no,
2018,2018-06-26,France,Denmark,Raphaël Varane,1,no,
2018,2018-06-26,France,Denmark,Thomas Lemar,1,no,
2018,2018-06-26,Iceland,Croatia,Alfreð Finnbogason,3,yes,1
2018,2018-06-26,Iceland,Croatia,Birkir Már Sævarsson,1,yes,0
2018,2018-06-26,Iceland,Croatia,Björn Bergmann Sigurðarson,1,no,
2018,2018-06-26,Iceland,Croatia,Emil Hallfreðsson,4,yes,3
2018,2018-06-26,Iceland,Croatia,Gylfi Þór Sigurðsson,1,no,
2018,2018-06-26,Iceland,Croatia,Hörður Björgvin Magnússon,1,no,
2018,2018-06-26,Iceland,Croatia,Ragnar Sigurðsson,1,no,
2018,2018-06-26,Iceland,Croatia,Sverrir Ingi Ingason,2,no,
2018,2018-06-26,Nigeria,Argentina,Ahmed Musa,2,no,
2018,2018-06-26,Nigeria,Argentina,Brian Oladapo Idowu,1,no,
2018,2018-06-26,Nigeria,Argentina,John Michael Nchekwube Obinna,5,yes,3
2018,2018-06-26,Nigeria,Argentina,Kenneth Josiah Omeruo,1,no,
2018,2018-06-26,Nigeria,Argentina,Leon Aderemi Balogun,2,yes,1
2018,2018-06-26,Nigeria,Argentina,Odion Jude Ighalo,2,no,
2018,2018-06-26,Nigeria,Argentina,Oghenekaro Etebo,2,no,
2018,2018-06-26,Nigeria,Argentina,Onyinye Wilfred Ndidi,3,no,
2018,2018-06-26,Nigeria,Argentina,Simeon Tochukwu Nwankwo,1,no,
2018,2018-06-26,Nigeria,Argentina,Victor Moses,2,no,
2018,2018-06-26,Peru,Australia,Christopher Paolo César Hurtado Huertas,2,yes,1
2018,2018-06-26,Peru,Australia,José Paolo Guerrero Gonzáles,2,no,
2018,2018-06-26,Peru,Australia,Luis Jan Piers Advíncula Castrillón,2,no,
2018,2018-06-26,Peru,Australia,Pedro Jesús Aquino Sánchez,2,no,
2018,2018-06-26,Peru,Australia,Renato Fabrizio Tapia Cortijo,1,no,
2018,2018-06-26,Peru,Australia,Víctor Yoshimar Yotún Flores,1,yes,0
2018,2018-06-26,Peru,Australia,Wilder José Cartagena Mendoza,1,no,
2018,2018-06-26,Peru,Australia,Édison Michael Flores Peralta,1,no,
2018,2018-06-27,Brazil,Serbia,Carlos Henrique Casimiro,1,no,
2018,2018-06-27,Brazil,Serbia,Fágner Conserva Lemos,2,no,
2018,2018-06-27,Brazil,Serbia,Gabriel Fernando de Jesus,1,no,
2018,2018-06-27,Brazil,Serbia,João Miranda de Souza Filho,1,no,
2018,2018-06-27,Brazil,Serbia,Thiago Emiliano da Silva,1,no,
2018,2018-06-27,Brazil,Serbia,Willian Borges da Silva,1,no,
2018,2018-06-27,Costa Rica,Switzerland,Bryan Oviedo,3,no,
2018,2018-06-27,Costa Rica,Switzerland,Bryan Ruiz González,1,no,
2018,2018-06-27,Costa Rica,Switzerland,Celso Borges Mora,1,no,
2018,2018-06-27,Costa Rica,Switzerland,Cristian Gamboa Luna,2,no,
2018,2018-06-27,Costa Rica,Switzerland,Daniel Colindres Solera,3,no,
2018,2018-06-27,Costa Rica,Switzerland,David Alberto Guzmán Pérez,2,no,
2018,2018-06-27,Costa Rica,Switzerland,Joel Nathaniel Campbell Samuels,2,yes,1
2018,2018-06-27,Costa Rica,Switzerland,Kendall Jamaal Waston Manley,0,yes,0
2018,2018-06-27,Costa Rica,Switzerland,Rodney Wallace,1,no,
2018,2018-06-27,Germany,South Korea,Jonas Hector,1,no,
2018,2018-06-27,Germany,South Korea,Leon Goretzka,1,no,
2018,2018-06-27,Germany,South Korea,Marco Reus,2,no,
2018,2018-06-27,Germany,South Korea,Sami Khedira,2,no,
2018,2018-06-27,Germany,South Korea,Timo Werner,1,no,
2018,2018-06-27,Mexico,Sweden,Carlos Joel Salcedo Hernández,1,no,
2018,2018-06-27,Mexico,Sweden,Edson Omar Álvarez Velázquez,3,no,
2018,2018-06-27,Mexico,Sweden,Francisco Guillermo Ochoa Magaña,1,no,
2018,2018-06-27,Mexico,Sweden,Hirving Rodrigo Lozano Bahena,1,no,
2018,2018-06-27,Mexico,Sweden,Héctor Alfredo Moreno Herrera,2,yes,1
2018,2018-06-27,Mexico,Sweden,Héctor Miguel Herrera López,3,no,
2018,2018-06-27,Mexico,Sweden,Jesús Daniel Gallardo Vasconcelos,1,yes,0
2018,2018-06-27,Mexico,Sweden,José Andrés Guardado Hernández,2,no,
2018,2018-06-27,Mexico,Sweden,Marco Jhonfai Fabián De La Mora,1,no,
2018,2018-06-27,Mexico,Sweden,Miguel Arturo Layún Prado,1,yes,0
2018,2018-06-27,Serbia,Brazil,Adem Ljajić,2,yes,0
2018,2018-06-27,Serbia,Brazil,Aleksandar Kolarov,3,no,
2018,2018-06-27,Serbia,Brazil,Aleksandar Mitrović,1,yes,1
2018,2018-06-27,Serbia,Brazil,Antonio Rukavina,3,no,
2018,2018-06-27,Serbia,Brazil,Dušan Tadić,1,no,
2018,2018-06-27,Serbia,Brazil,Filip Kostić,2,no,
2018,2018-06-27,Serbia,Brazil,Nemanja Matić,1,yes,0
2018,2018-06-27,Serbia,Brazil,Sergej Milinković-Savić,1,no,
2018,2018-06-27,South Korea,Germany,Heung-Min Son,2,yes,0
2018,2018-06-27,South Korea,Germany,Jae-Sung Lee,4,yes,3
2018,2018-06-27,South Korea,Germany,Se-Jong Ju,1,no,
2018,2018-06-27,South Korea,Germany,Seon-Min Moon,6,yes,5
2018,2018-06-27,South Korea,Germany,Woo-Young Jung,1,yes,0
2018,2018-06-27,South Korea,Germany,Yo-Han Go,1,no,
2018,2018-06-27,South Korea,Germany,Young-Sun Yun,1,no,
2018,2018-06-27,Sweden,Mexico,Albin Ekdal,2,no,
2018,2018-06-27,Sweden,Mexico,Andreas Granqvist,4,no,
2018,2018-06-27,Sweden,Mexico,Isaac Kiese Thelin,1,no,
2018,2018-06-27,Sweden,Mexico,Ludwig Augustinsson,1,no,
2018,2018-06-27,Sweden,Mexico,Marcus Berg,1,no,
2018,2018-06-27,Sweden,Mexico,Mikael Lustig,3,yes,2
2018,2018-06-27,Sweden,Mexico,Ola Toivonen,2,no,
2018,2018-06-27,Sweden,Mexico,Sebastian Larsson,1,yes,0
2018,2018-06-27,Sweden,Mexico,Viktor Claesson,3,no,
2018,2018-06-27,Switzerland,Costa Rica,Denis Lemi Zakaria Lako Lado,2,yes,0
2018,2018-06-27,Switzerland,Costa Rica,Fabian Lukas Schär,2,yes,1
2018,2018-06-27,Switzerland,Costa Rica,Mario Gavranović,1,no,
2018,2018-06-27,Switzerland,Costa Rica,Ricardo Iván Rodríguez Araya,2,no,
2018,2018-06-27,Switzerland,Costa Rica,Stephan Lichtsteiner,1,no,
2018,2018-06-27,Switzerland,Costa Rica,Valon Behrami,1,no,
2018,2018-06-27,Switzerland,Costa Rica,Xherdan Shaqiri,1,no,
2018,2018-06-28,Belgium,England,Adnan Januzaj,1,no,
2018,2018-06-28,Belgium,England,Anga Dedryck Boyata,3,no,
2018,2018-06-28,Belgium,England,Dries Mertens,1,no,
2018,2018-06-28,Belgium,England,Leander Dendoncker,3,yes,1
2018,2018-06-28,Belgium,England,Marouane Fellaini-Bakkioui,3,no,
2018,2018-06-28,Belgium,England,Mousa Sidi Yaya Dembélé,1,no,
2018,2018-06-28,Belgium,England,Thomas Vermaelen,1,no,
2018,2018-06-28,Belgium,England,Vincent Kompany,1,no,
2018,2018-06-28,Belgium,England,Youri Tielemans,2,yes,0
2018,2018-06-28,Colombia,Senegal,Andrés Mateus Uribe Villa,1,no,
2018,2018-06-28,Colombia,Senegal,Carlos Alberto Sánchez Moreno,3,no,
2018,2018-06-28,Colombia,Senegal,Johan Andrés Mojica Palacio,2,yes,0
2018,2018-06-28,Colombia,Senegal,Juan Guillermo Cuadrado Bello,1,no,
2018,2018-06-28,Colombia,Senegal,Luis Fernando Muriel Fruto,2,no,
2018,2018-06-28,Colombia,Senegal,Radamel Falcao García Zárate,2,no,
2018,2018-06-28,Colombia,Senegal,Santiago Arias Naranjo,3,no,
2018,2018-06-28,Colombia,Senegal,Yerry Fernando Mina González,2,no,
2018,2018-06-28,England,Belgium,Danny Rose,2,no,
2018,2018-06-28,England,Belgium,Eric Dier,4,no,
2018,2018-06-28,England,Belgium,Fabian Delph,1,no,
2018,2018-06-28,England,Belgium,Gary Cahill,1,no,
2018,2018-06-28,England,Belgium,Jamie Vardy,1,no,
2018,2018-06-28,England,Belgium,Marcus Rashford,3,no,
2018,2018-06-28,England,Belgium,Phil Jones,2,no,
2018,2018-06-28,Japan,Poland,Eiji Kawashima,1,no,
2018,2018-06-28,Japan,Poland,Gaku Shibasaki,4,no,
2018,2018-06-28,Japan,Poland,Hotaru Yamaguchi,2,no,
2018,2018-06-28,Japan,Poland,Shinji Okazaki,1,no,
2018,2018-06-28,Japan,Poland,Takashi Usami,1,no,
2018,2018-06-28,Japan,Poland,Tomoaki Makino,1,yes,0
2018,2018-06-28,Japan,Poland,Yoshinori Muto,1,no,
2018,2018-06-28,Japan,Poland,Yūya Ōsako,1,no,
2018,2018-06-28,Panama,Tunisia,Aníbal Cesis Godoy,3,no,
2018,2018-06-28,Panama,Tunisia,Edgar Yoel Bárcenas Herrera,2,no,
2018,2018-06-28,Panama,Tunisia,Gabriel Arturo Torres Tejada,1,no,
2018,2018-06-28,Panama,Tunisia,Gabriel Enrique Gómez Girón,3,no,
