competition,year,player,team,position,minutes,tackles,tackles_won,challenges_att,challenges_lost,fouls_committed,fouls_drawn,yellow_cards,red_cards,source_url
Copa América,2019,Thiago Silva,Brazil,DF,570,,3,,,4,4,2,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Willian,Brazil,"FW,MF",116,,4,,,0,0,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Éder Militão,Brazil,"DF,MF",14,,0,,,0,0,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Alexis Sánchez,Chile,FW,492,,5,,,10,18,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Arturo Vidal,Chile,MF,466,,11,,,16,12,3,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Charles Aránguiz,Chile,MF,562,,7,,,10,16,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Eduardo Vargas,Chile,FW,551,,1,,,9,8,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Erick Pulgar,Chile,MF,570,,9,,,19,3,2,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Esteban Pavez,Chile,MF,46,,0,,,0,0,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Gabriel Arias,Chile,GK,570,,1,,,2,2,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Gary Medel,Chile,DF,480,,5,,,1,3,0,1,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Gonzalo Jara,Chile,DF,139,,2,,,1,1,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Guillermo Maripán,Chile,DF,519,,8,,,8,5,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Igor Lichnovsky,Chile,DF,36,,0,,,2,1,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Jean Beausejour,Chile,"DF,MF",480,,5,,,8,9,2,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,José Pedro Fuenzalida,Chile,FW,267,,1,,,2,5,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Junior Fernándes,Chile,"FW,MF",92,,0,,,3,1,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Mauricio Isla,Chile,"DF,MF",480,,12,,,11,8,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Nicolás Castillo,Chile,FW,11,,0,,,0,0,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Pablo Hernández,Chile,MF,108,,0,,,1,3,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Paulo Díaz,Chile,"MF,DF",201,,2,,,5,7,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Ángelo Sagal,Chile,"FW,MF",45,,0,,,2,2,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Óscar Opazo,Chile,MF,101,,2,,,2,2,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Cristian Borja,Colombia,DF,90,,0,,,2,4,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Cristián Zapata,Colombia,DF,90,,1,,,1,2,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,David Ospina,Colombia,GK,300,,0,,,0,0,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Davinson Sánchez,Colombia,DF,300,,1,,,3,1,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Duván Zapata,Colombia,FW,169,,1,,,6,1,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Edwin Cardona,Colombia,MF,138,,3,,,3,2,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Gustavo Cuellar,Colombia,MF,90,,1,,,1,1,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,James Rodríguez,Colombia,FW,333,,2,,,3,5,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Jefferson Lerma,Colombia,MF,117,,1,,,4,1,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Jhon Lucumí,Colombia,DF,90,,1,,,1,0,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Juan Cuadrado,Colombia,"MF,FW",303,,7,,,14,14,2,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Luis Fernando Díaz,Colombia,FW,146,,1,,,1,2,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Luis Muriel,Colombia,FW,13,,1,,,0,0,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Mateus Uribe,Colombia,MF,246,,1,,,3,1,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Radamel Falcao,Colombia,FW,248,,2,,,2,8,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Roger Martínez,Colombia,FW,231,,2,,,4,1,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Santiago Arias,Colombia,DF,135,,0,,,1,4,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Stefan Medina,Colombia,DF,255,,2,,,4,2,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,William Tesillo,Colombia,DF,300,,3,,,2,3,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Wílmar Barrios,Colombia,MF,306,,2,,,3,3,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Yerry Mina,Colombia,DF,300,,3,,,2,2,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Álvaro David Montero,Colombia,GK,90,,0,,,0,0,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Alexander Domínguez,Ecuador,GK,270,,0,,,0,0,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Andrés Chicaiza,Ecuador,MF,17,,0,,,1,1,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Antonio Valencia,Ecuador,MF,129,,0,,,3,0,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Arturo Mina,Ecuador,DF,180,,0,,,3,2,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Ayrton Preciado,Ecuador,MF,99,,1,,,2,3,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Beder Caicedo,Ecuador,DF,90,,2,,,0,1,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Carlos Garcés,Ecuador,FW,22,,0,,,0,0,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Carlos Gruezo,Ecuador,MF,180,,2,,,5,4,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Cristian Ramírez,Ecuador,DF,180,,2,,,2,1,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Enner Valencia,Ecuador,FW,270,,2,,,6,9,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Gabriel Achilier,Ecuador,DF,178,,3,,,2,2,0,1,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Jefferson Intriago,Ecuador,MF,90,,1,,,0,1,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Jefferson Orejuela,Ecuador,MF,270,,2,,,4,5,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Jhegson Méndez,Ecuador,MF,104,,1,,,6,1,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,José Quintero,Ecuador,DF,23,,0,,,1,0,0,1,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Pedro Pablo Velasco,Ecuador,DF,242,,1,,,2,5,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Robert Arboleda,Ecuador,DF,180,,3,,,5,0,2,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Romario Ibarra,Ecuador,MF,195,,4,,,3,5,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Ángel Mena,Ecuador,MF,182,,2,,,3,8,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Ayase Ueda,Japan,FW,127,,0,,,0,3,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Daiki Sugioka,Japan,DF,270,,4,,,8,5,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Daizen Maeda,Japan,MF,68,,0,,,1,2,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Eiji Kawashima,Japan,GK,180,,0,,,0,0,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Gaku Shibasaki,Japan,MF,270,,3,,,5,4,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Hiroki Abe,Japan,FW,100,,0,,,2,1,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Keisuke Ōsako,Japan,GK,90,,0,,,0,0,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Ko Itakura,Japan,MF,177,,5,,,6,4,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Koji Miyoshi,Japan,MF,188,,2,,,2,1,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Naomichi Ueda,Japan,DF,270,,3,,,2,1,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Shinji Okazaki,Japan,FW,167,,1,,,5,5,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Shoya Nakajima,Japan,MF,245,,1,,,7,8,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Takefusa Kubo,Japan,FW,188,,1,,,2,3,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Takehiro Tomiyasu,Japan,DF,270,,1,,,5,1,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Teruki Hara,Japan,DF,90,,2,,,2,1,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Tomoki Iwata,Japan,DF,176,,1,,,2,0,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Yugo Tatsuta,Japan,DF,4,,0,,,0,0,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Yuta Nakayama,Japan,MF,90,,0,,,3,0,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Bruno Valdez,Paraguay,DF,150,,2,,,1,3,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Cecilio Domínguez,Paraguay,MF,127,,1,,,3,2,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Celso Ortiz,Paraguay,MF,214,,3,,,1,3,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Derlis González,Paraguay,"MF,FW",335,,0,,,11,14,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Fabián Balbuena,Paraguay,DF,147,,0,,,2,0,1,1,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Federico Santander,Paraguay,FW,71,,0,,,2,0,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Gatito Fernández,Paraguay,GK,390,,0,,,0,0,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Gustavo Gómez,Paraguay,DF,300,,1,,,6,6,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Hernán Pérez,Paraguay,MF,118,,4,,,4,3,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Iván Piris,Paraguay,DF,300,,6,,,8,4,2,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Juan Escobar,Paraguay,DF,44,,2,,,1,0,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Juan Iturbe,Paraguay,"FW,MF",36,,1,,,1,2,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Juan Rodrigo Rojas,Paraguay,MF,277,,6,,,6,2,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Júnior Alonso,Paraguay,DF,390,,4,,,6,2,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Matías Rojas,Paraguay,MF,135,,1,,,3,2,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Miguel Almirón,Paraguay,MF,386,,3,,,5,9,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Richard Sánchez,Paraguay,MF,269,,6,,,3,3,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Santiago Arzamendia,Paraguay,"DF,MF",330,,5,,,4,4,2,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Óscar Cardozo,Paraguay,FW,180,,0,,,1,1,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Óscar Romero,Paraguay,"FW,MF",28,,0,,,1,4,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,André Carrillo,Peru,MF,232,,6,,,10,2,1,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Andy Polo,Peru,MF,229,,2,,,1,4,0,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
Copa América,2019,Carlos Zambrano,Peru,DF,474,,6,,,7,9,3,0,https://web.archive.org/web/20260717104245/https://fbref.com/en/comps/685/2019/defense/2019-Copa-America-Stats
