era,team_name,matches,wins,draws,losses,goals_for,goals_against,yellows_received,dismissals_received,pen_goals_for,yellows_drawn,dismissals_drawn,pen_goals_against,eb_yellows_received,eb_dismissals_received,eb_yellows_drawn,eb_dismissals_drawn,eb_pen_goals_for,eb_pen_goals_against,eb_card_net,eb_pen_net,eb_card_net_rank,eb_pen_net_rank
1990-2018,Portugal,21,9,5,7,30,23,49,6,3,47,4,3,2.1808204452510505,0.1364346400096446,2.0198523777981374,0.13240408166287332,0.11847976560885574,0.11680328337273427,-0.16096806745291303,0.0016764822361214765,53,21
1990-2018,Republic of Ireland,13,3,6,4,10,10,16,0,1,16,0,0,1.6827740707388124,0.12987641053240737,1.9740678330491364,0.13184612995501424,0.11517477780014215,0.11680326568852603,0.291293762310324,-0.0016284878883838783,6,50
1990-2018,Romania,13,6,2,5,18,15,29,1,1,24,1,3,2.0990552504300033,0.1312125007651864,1.998747564301283,0.1320358599275283,0.11517477780014215,0.11680329137273371,-0.10030768612872021,-0.0016285135725915556,43,51
1990-2018,Russia,14,5,2,7,24,20,30,2,4,27,0,3,2.064953697990318,0.1323717304218527,2.001826894798719,0.1318211195376276,0.124208043101434,0.11680329037273371,-0.06312680319159902,0.007404752728700295,36,5
1990-2018,Saudi Arabia,16,3,2,11,11,39,23,1,4,33,1,1,1.7397925038241164,0.13068866521778913,2.0079290806782573,0.1319607491995726,0.12343501792417318,0.11680327124992912,0.26813657685414083,0.006631746674244057,7,6
1990-2018,Scotland,6,1,1,4,4,9,7,1,2,6,0,0,1.797489118202822,0.1324512686900986,1.9861076976733003,0.13202146896275724,0.12097593432329397,0.1168032726885249,0.18861857947047822,0.004172661634769065,11,11
1990-2018,Senegal,8,3,3,2,11,10,20,1,1,16,0,2,2.1560639968327298,0.1320949546587813,2.0049945370087605,0.13197132453389654,0.11701254170773084,0.11680328781133098,-0.15106945982396924,0.00020925389639986358,51,28
1990-2018,Serbia,6,2,0,4,4,7,19,1,0,13,1,1,2.2927655841108767,0.1324512686900986,2.008179089024984,0.13221145125261374,0.11455241397702438,0.11680328124992796,-0.28458649508589273,-0.0022508672729035784,66,54
1990-2018,Serbia and Montenegro,3,0,0,3,2,10,12,2,0,7,1,2,2.28703267785756,0.13434354194019776,2.0082571952194797,0.13228684772736116,0.1156668969761991,0.11680329281133124,-0.27877548263808016,-0.0011363958351321424,65,45
1990-2018,Slovakia,4,1,1,2,5,7,12,0,1,9,0,0,2.1841470874105204,0.13145715815779907,2.008230994597261,0.13207165151231612,0.11852552527330454,0.11680327468852472,-0.17591609281325926,0.0017222505847798164,58,20
1990-2018,Slovenia,6,1,1,4,5,10,19,1,0,10,2,1,2.2927655841108767,0.1324512686900986,1.998719921302834,0.13240143354247022,0.11455241397702438,0.11680328124992796,-0.2940456628080428,-0.0022508672729035784,67,54
1990-2018,South Africa,9,2,4,3,11,16,21,2,2,18,3,3,2.11360674234518,0.13326078472952374,2.0049789365219617,0.13251588881632764,0.11982142131667407,0.11680329537273383,-0.10862780582321818,0.003018125943940242,45,16
1990-2018,South Korea,29,7,7,15,30,47,66,2,0,55,7,3,2.171365140602816,0.1297743471939477,1.995866619342352,0.13277118897804527,0.1066724671975748,0.11680327537273594,-0.17549852126046384,-0.01013080817516114,56,71
1990-2018,Soviet Union,3,1,0,2,4,4,3,1,0,7,0,1,1.86308214844465,0.13298935859602332,2.0082571952194797,0.13209675709594434,0.1156668969761991,0.11680328424992796,0.14517504677482962,-0.0011363872737288616,15,40
1990-2018,Spain,35,20,6,9,62,38,50,1,10,85,4,3,1.6260186237805136,0.12746577370932025,2.0479384462915147,0.13205384923498445,0.1341730020809592,0.11680326937273791,0.421919822511001,0.017369732708221286,2,1
1990-2018,Sweden,23,9,6,8,32,27,42,3,4,44,5,2,1.9052457125620348,0.13211944621427377,1.9987850452472595,0.1325433054406029,0.1208035880696856,0.11680327281133276,0.09353933268522474,0.0040003152583528295,20,13
1990-2018,Switzerland,19,7,5,7,22,20,40,2,0,47,1,1,2.0562301375363066,0.13149446021422476,2.032088247774416,0.13188572387892902,0.10996121626227605,0.1168032682499298,-0.024141889761890578,-0.006842051987653752,31,69
1990-2018,Togo,3,0,0,3,1,6,10,1,0,4,0,0,2.1928214490991356,0.13298935859602332,1.9987076971938427,0.13209675709594434,0.1156668969761991,0.11680327568852467,-0.1941137519052929,-0.001136378712325567,59,32
1990-2018,Trinidad and Tobago,3,0,1,2,0,4,10,1,0,4,0,0,2.1928214490991356,0.13298935859602332,1.9987076971938427,0.13209675709594434,0.1156668969761991,0.11680327568852467,-0.1941137519052929,-0.001136378712325567,59,32
1990-2018,Tunisia,12,1,3,8,10,23,33,1,2,15,0,4,2.3008176984714517,0.13138804705155588,1.9770820984994175,0.13187114986465348,0.11868873579552722,0.11680330093413634,-0.32373559997203416,0.0018854348613908806,68,19
1990-2018,Turkey,7,4,1,2,10,6,19,2,0,10,1,1,2.2018870158173076,0.13361975933004835,1.9924376539878343,0.13218633818939676,0.11418567696739805,0.116803280249928,-0.20944936182947327,-0.002617603282529954,61,57
1990-2018,Ukraine,5,3,0,2,5,7,12,1,1,8,1,1,2.0901199126357,0.1326301475226023,1.9987158723766452,0.13223657385971838,0.11814362313364968,0.11680328224992795,-0.0914040402590548,0.00134034088372173,39,22
1990-2018,United Arab Emirates,3,0,0,3,2,11,8,1,0,4,0,0,2.098610220340711,0.13298935859602332,1.9987076971938427,0.13209675709594434,0.1156668969761991,0.11680327568852467,-0.0999025231468682,-0.001136378712325567,42,32
1990-2018,United States,26,5,6,15,25,41,52,4,1,63,5,2,2.0021114188706592,0.13291219652480152,2.037354059348921,0.1324680487473628,0.11065615360870469,0.11680326981133358,0.035242640478261755,-0.006147116202628894,26,66
1990-2018,Uruguay,23,11,4,8,28,27,41,3,3,50,6,1,1.880990876896582,0.13211944621427377,2.01674091125212,0.13273267612017864,0.11775811072490155,0.11680326424993094,0.135750034355538,0.0009548464749706137,16,24
1990-2018,West Germany,7,6,1,0,15,5,8,1,2,18,4,1,1.7658789659071705,0.13227287171696236,2.0175828171416774,0.1327561767997222,0.12058863255591809,0.116803280249928,0.2517038512345069,0.003785352305990086,9,14
1990-2018,Yugoslavia,9,5,1,3,13,10,16,1,0,12,1,0,1.9299782641473033,0.13191751558159054,1.98623787591325,0.13213614067288024,0.11345920273120128,0.11680326968852528,0.05625961176594663,-0.0033440669573240045,23,59
2022,Argentina,7,6,0,1,15,8,17,0,4,26,1,2,2.1202301619955026,0.03124999300000157,2.4459929320992746,0.0312500249999944,0.13281252311764583,0.13281250805882308,0.32576277010377197,1.5058822744329348e-08,6,2
2022,Australia,4,2,0,2,4,6,7,0,0,4,0,0,1.7642677732097491,0.031249996000000512,1.5935732548229642,0.031249996000000512,0.1328124960000001,0.1328124960000001,-0.17069451838678495,0.0,24,10
2022,Belgium,3,1,1,1,1,2,5,0,0,3,0,0,1.7387109851633977,0.03124999700000029,1.6302125105862688,0.03124999700000029,0.13281249700000006,0.13281249700000006,-0.10849847457712891,0.0,19,10
2022,Brazil,5,3,0,2,8,3,6,0,1,12,1,0,1.5179828184596593,0.0312499950000008,1.9455655863876524,0.03125002699999568,0.13281250252941165,0.13281249500000017,0.4275827679279931,7.529411483186976e-09,5,9
2022,Cameroon,3,1,1,1,4,4,8,1,0,6,0,0,2.0639544411940145,0.031250028999997216,1.8153922948787695,0.03124999700000029,0.13281249700000006,0.13281249700000006,-0.24856214631524498,0.0,27,10
2022,Canada,3,0,0,3,2,7,8,0,0,5,0,0,2.0639544411940145,0.03124999700000029,1.7536657001146028,0.03124999700000029,0.13281249700000006,0.13281249700000006,-0.31028874107941173,0.0,29,10
2022,Costa Rica,3,1,0,2,3,11,6,0,0,3,0,1,1.8471254705069367,0.03124999700000029,1.6302125105862688,0.03124999700000029,0.13281249700000006,0.13281250452941165,-0.21691295992066784,-7.529411594209279e-09,26,28
2022,Croatia,7,4,2,1,8,7,8,0,0,11,0,1,1.4396421779770716,0.03124999300000157,1.703436043295015,0.03124999300000157,0.13281249300000036,0.13281250052941174,0.26379386531794347,-7.529411372164674e-09,7,22
2022,Denmark,3,0,1,2,1,3,5,0,0,4,0,0,1.7387109851633977,0.03124999700000029,1.6919391053504358,0.03124999700000029,0.13281249700000006,0.13281249700000006,-0.046771879812961936,0.0,15,10
2022,Ecuador,3,1,1,1,4,3,3,0,1,5,0,1,1.5218820144763199,0.03124999700000029,1.7536657001146028,0.03124999700000029,0.13281250452941165,0.13281250452941165,0.2317836856382829,0.0,8,10
2022,England,5,3,1,1,13,4,1,0,1,8,0,1,1.0725032648198283,0.0312499950000008,1.7257910720971834,0.0312499950000008,0.13281250252941165,0.13281250252941165,0.6532878072773551,0.0,1,10
2022,France,7,5,0,2,16,8,8,0,2,15,0,3,1.4396421779770716,0.03124999300000157,1.9014512136428177,0.03124999300000157,0.13281250805882308,0.13281251558823445,0.46180903566574605,-7.529411372164674e-09,4,22
2022,Germany,3,1,1,1,6,5,3,0,1,2,0,0,1.5218820144763199,0.03124999700000029,1.568485915822102,0.03124999700000029,0.13281250452941165,0.13281249700000006,0.046603901345782184,7.529411594209279e-09,11,3
2022,Ghana,3,1,0,2,5,7,8,0,0,9,0,1,2.0639544411940145,0.03124999700000029,2.0005720791712704,0.03124999700000029,0.13281249700000006,0.13281250452941165,-0.06338236202274405,-7.529411594209279e-09,17,28
2022,Iran,3,1,0,2,4,7,7,0,1,2,1,0,1.9555399558504756,0.03124999700000029,1.568485915822102,0.031250028999997216,0.13281250452941165,0.13281249700000006,-0.3870540400283735,7.529411594209279e-09,30,3
2022,Japan,4,2,0,2,5,4,6,0,0,5,0,1,1.66645735411374,0.031249996000000512,1.6517111926579657,0.031249996000000512,0.1328124960000001,0.13281250352941165,-0.014746161455774232,-7.529411538698128e-09,13,25
2022,Mexico,3,1,1,1,2,3,7,0,0,8,0,0,1.9555399558504756,0.03124999700000029,1.9388454844071035,0.03124999700000029,0.13281249700000006,0.13281249700000006,-0.016694471443372105,0.0,14,10
2022,Morocco,7,4,1,2,6,5,9,1,0,7,0,0,1.5152630650902306,0.0312500249999944,1.5054208729472125,0.03124999300000157,0.13281249300000036,0.13281249300000036,-0.00984219214301807,0.0,12,10
2022,Netherlands,5,3,1,1,10,4,12,1,0,11,0,1,2.0525582828274564,0.03125002699999568,1.8906219578150352,0.0312499950000008,0.13281249500000017,0.13281250252941165,-0.16193632501242128,-7.529411483186976e-09,22,24
2022,Poland,4,1,1,2,3,5,7,0,1,6,0,0,1.7642677732097491,0.031249996000000512,1.709849130492967,0.031249996000000512,0.13281250352941165,0.1328124960000001,-0.054418642716782095,7.529411538698128e-09,16,6
2022,Portugal,5,3,0,2,12,6,6,0,2,13,1,0,1.5179828184596593,0.0312499950000008,2.0005092149602697,0.03125002699999568,0.13281251005882314,0.13281249500000017,0.48252639650061036,1.5058822966373953e-08,3,1
2022,Qatar,3,0,0,3,1,7,7,0,0,6,0,1,1.9555399558504756,0.03124999700000029,1.8153922948787695,0.03124999700000029,0.13281249700000006,0.13281250452941165,-0.14014766097170606,-7.529411594209279e-09,21,28
2022,Saudi Arabia,3,1,0,2,3,5,14,0,0,4,0,1,2.7144413532552476,0.03124999700000029,1.6919391053504358,0.03124999700000029,0.13281249700000006,0.13281250452941165,-1.0225022479048118,-7.529411594209279e-09,32,28
2022,Senegal,4,2,0,2,5,7,7,0,1,4,0,0,1.7642677732097491,0.031249996000000512,1.5935732548229642,0.031249996000000512,0.13281250352941165,0.1328124960000001,-0.17069451838678495,7.529411538698128e-09,24,6
2022,Serbia,3,0,1,2,5,8,12,0,0,6,0,0,2.49761238256817,0.03124999700000029,1.8153922948787695,0.03124999700000029,0.13281249700000006,0.13281249700000006,-0.6822200876894007,0.0,31,10
2022,South Korea,4,1,1,2,5,8,6,0,0,3,0,1,1.66645735411374,0.031249996000000512,1.5354353169879629,0.031249996000000512,0.1328124960000001,0.13281250352941165,-0.1310220371257771,-7.529411538698128e-09,20,25
2022,Spain,4,1,1,2,9,3,2,0,1,9,0,0,1.275215677729703,0.031249996000000512,1.8842629439979715,0.031249996000000512,0.13281250352941165,0.1328124960000001,0.6090472662682684,7.529411538698128e-09,2,6
2022,Switzerland,4,2,0,2,5,9,9,0,0,9,0,0,1.9598886114017675,0.031249996000000512,1.8842629439979715,0.031249996000000512,0.1328124960000001,0.1328124960000001,-0.07562566740379606,0.0,18,10
2022,Tunisia,3,1,1,1,1,1,5,0,0,2,0,0,1.7387109851633977,0.03124999700000029,1.568485915822102,0.03124999700000029,0.13281249700000006,0.13281249700000006,-0.17022506934129567,0.0,23,10
2022,United States,4,1,2,1,3,4,5,0,0,7,0,1,1.5686469350177308,0.031249996000000512,1.7679870683279686,0.031249996000000512,0.1328124960000001,0.13281250352941165,0.1993401333102378,-7.529411538698128e-09,9,25
2022,Uruguay,3,1,1,1,2,2,8,0,0,6,0,1,2.0639544411940145,0.03124999700000029,1.8153922948787695,0.03124999700000029,0.13281249700000006,0.13281250452941165,-0.24856214631524498,-7.529411594209279e-09,27,28
2022,Wales,3,0,1,2,1,6,5,1,1,6,0,0,1.7387109851633977,0.031250028999997216,1.8153922948787695,0.03124999700000029,0.13281250452941165,0.13281249700000006,0.07668130971537179,7.529411594209279e-09,10,3
