era,metric,team,matches,count,rate,field_rate,direction,favorable,p,signif_fdr10
1990-2018,pen_goals_against,Paraguay,16,2,0.125,0.1168032786885246,high,False,0.711334452543155,False
1990-2018,pen_goals_against,Peru,3,0,0.0,0.1168032786885246,low,True,1.0,False
1990-2018,pen_goals_against,Poland,9,0,0.0,0.1168032786885246,low,True,0.6309716612609129,False
1990-2018,pen_goals_against,Portugal,21,3,0.14285714285714285,0.1168032786885246,high,False,0.7390902600083412,False
1990-2018,pen_goals_against,Republic of Ireland,13,0,0.0,0.1168032786885246,low,True,0.4118028301476984,False
1990-2018,pen_goals_against,Romania,13,3,0.23076923076923078,0.1168032786885246,high,False,0.19497375460048022,False
1990-2018,pen_goals_against,Russia,14,3,0.21428571428571427,0.1168032786885246,high,False,0.22509412629056794,False
1990-2018,pen_goals_against,Saudi Arabia,16,1,0.0625,0.1168032786885246,low,True,1.0,False
1990-2018,pen_goals_against,Scotland,6,0,0.0,0.1168032786885246,low,True,1.0,False
1990-2018,pen_goals_against,Senegal,8,2,0.25,0.1168032786885246,high,False,0.2400342655858477,False
1990-2018,pen_goals_against,Serbia,6,1,0.16666666666666666,0.1168032786885246,high,False,0.5048936546443278,False
1990-2018,pen_goals_against,Serbia and Montenegro,3,2,0.6666666666666666,0.1168032786885246,high,False,0.04852476457391131,False
1990-2018,pen_goals_against,Slovakia,4,0,0.0,0.1168032786885246,low,True,1.0,False
1990-2018,pen_goals_against,Slovenia,6,1,0.16666666666666666,0.1168032786885246,high,False,0.5048936546443278,False
1990-2018,pen_goals_against,South Africa,9,3,0.3333333333333333,0.1168032786885246,high,False,0.08910953451041849,False
1990-2018,pen_goals_against,South Korea,29,3,0.10344827586206896,0.1168032786885246,low,True,1.0,False
1990-2018,pen_goals_against,Soviet Union,3,1,0.3333333333333333,0.1168032786885246,high,False,0.2959806813159055,False
1990-2018,pen_goals_against,Spain,35,3,0.08571428571428572,0.1168032786885246,low,True,0.8013152222118403,False
1990-2018,pen_goals_against,Sweden,23,2,0.08695652173913043,0.1168032786885246,low,True,1.0,False
1990-2018,pen_goals_against,Switzerland,19,1,0.05263157894736842,0.1168032786885246,low,True,0.7300282522662629,False
1990-2018,pen_goals_against,Togo,3,0,0.0,0.1168032786885246,low,True,1.0,False
1990-2018,pen_goals_against,Trinidad and Tobago,3,0,0.0,0.1168032786885246,low,True,1.0,False
1990-2018,pen_goals_against,Tunisia,12,4,0.3333333333333333,0.1168032786885246,high,False,0.05279168417025418,False
1990-2018,pen_goals_against,Turkey,7,1,0.14285714285714285,0.1168032786885246,high,False,0.5598189218788271,False
1990-2018,pen_goals_against,Ukraine,5,1,0.2,0.1168032786885246,high,False,0.44318234688818386,False
1990-2018,pen_goals_against,United Arab Emirates,3,0,0.0,0.1168032786885246,low,True,1.0,False
1990-2018,pen_goals_against,United States,26,2,0.07692307692307693,0.1168032786885246,low,True,0.7730077215811151,False
1990-2018,pen_goals_against,Uruguay,23,1,0.043478260869565216,0.1168032786885246,low,True,0.5295429058683531,False
1990-2018,pen_goals_against,West Germany,7,1,0.14285714285714285,0.1168032786885246,high,False,0.5598189218788271,False
1990-2018,pen_goals_against,Yugoslavia,9,0,0.0,0.1168032786885246,low,True,0.6309716612609129,False
2022,yellows_received,Argentina,7,17,2.4285714285714284,1.7734375,high,False,0.18653238324329438,False
2022,yellows_received,Australia,4,7,1.75,1.7734375,low,True,1.0,False
2022,yellows_received,Belgium,3,5,1.6666666666666667,1.7734375,low,True,1.0,False
2022,yellows_received,Brazil,5,6,1.2,1.7734375,low,True,0.39398723563205096,False
2022,yellows_received,Cameroon,3,8,2.6666666666666665,1.7734375,high,False,0.2639819780640982,False
2022,yellows_received,Canada,3,8,2.6666666666666665,1.7734375,high,False,0.2639819780640982,False
2022,yellows_received,Costa Rica,3,6,2.0,1.7734375,high,False,0.6602475011047512,False
2022,yellows_received,Croatia,7,8,1.1428571428571428,1.7734375,low,True,0.24182083272766908,False
2022,yellows_received,Denmark,3,5,1.6666666666666667,1.7734375,low,True,1.0,False
2022,yellows_received,Ecuador,3,3,1.0,1.7734375,low,True,0.5042680215655709,False
2022,yellows_received,England,5,1,0.2,1.7734375,low,True,0.002848683542439054,False
2022,yellows_received,France,7,8,1.1428571428571428,1.7734375,low,True,0.24182083272766908,False
2022,yellows_received,Germany,3,3,1.0,1.7734375,low,True,0.5042680215655709,False
2022,yellows_received,Ghana,3,8,2.6666666666666665,1.7734375,high,False,0.2639819780640982,False
2022,yellows_received,Iran,3,7,2.3333333333333335,1.7734375,high,False,0.38216985798921393,False
2022,yellows_received,Japan,4,6,1.5,1.7734375,low,True,0.8487442224628288,False
2022,yellows_received,Mexico,3,7,2.3333333333333335,1.7734375,high,False,0.38216985798921393,False
2022,yellows_received,Morocco,7,9,1.2857142857142858,1.7734375,low,True,0.38179788899095146,False
2022,yellows_received,Netherlands,5,12,2.4,1.7734375,high,False,0.29934680278525194,False
2022,yellows_received,Poland,4,7,1.75,1.7734375,low,True,1.0,False
2022,yellows_received,Portugal,5,6,1.2,1.7734375,low,True,0.39398723563205096,False
2022,yellows_received,Qatar,3,7,2.3333333333333335,1.7734375,high,False,0.38216985798921393,False
2022,yellows_received,Saudi Arabia,3,14,4.666666666666667,1.7734375,high,False,0.0010602649805904773,False
2022,yellows_received,Senegal,4,7,1.75,1.7734375,low,True,1.0,False
2022,yellows_received,Serbia,3,12,4.0,1.7734375,high,False,0.012461054810063342,False
2022,yellows_received,South Korea,4,6,1.5,1.7734375,low,True,0.8487442224628288,False
2022,yellows_received,Spain,4,2,0.5,1.7734375,low,True,0.05335608796601374,False
2022,yellows_received,Switzerland,4,9,2.25,1.7734375,high,False,0.44161349619744533,False
2022,yellows_received,Tunisia,3,5,1.6666666666666667,1.7734375,low,True,1.0,False
2022,yellows_received,United States,4,5,1.25,1.7734375,low,True,0.5660475937261906,False
2022,yellows_received,Uruguay,3,8,2.6666666666666665,1.7734375,high,False,0.2639819780640982,False
2022,yellows_received,Wales,3,5,1.6666666666666667,1.7734375,low,True,1.0,False
2022,dismissals_received,Argentina,7,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Australia,4,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Belgium,3,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Brazil,5,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Cameroon,3,1,0.3333333333333333,0.03125,high,False,0.09050529822707178,False
2022,dismissals_received,Canada,3,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Costa Rica,3,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Croatia,7,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Denmark,3,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Ecuador,3,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,England,5,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,France,7,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Germany,3,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Ghana,3,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Iran,3,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Japan,4,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Mexico,3,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Morocco,7,1,0.14285714285714285,0.03125,high,False,0.20145094022154808,False
2022,dismissals_received,Netherlands,5,1,0.2,0.03125,high,False,0.14733081683516505,False
2022,dismissals_received,Poland,4,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Portugal,5,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Qatar,3,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Saudi Arabia,3,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Senegal,4,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Serbia,3,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,South Korea,4,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Spain,4,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Switzerland,4,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Tunisia,3,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,United States,4,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Uruguay,3,0,0.0,0.03125,low,True,1.0,False
2022,dismissals_received,Wales,3,1,0.3333333333333333,0.03125,high,False,0.09050529822707178,False
2022,yellows_drawn,Argentina,7,26,3.7142857142857144,1.7734375,high,True,0.0003686133705197761,True
2022,yellows_drawn,Australia,4,4,1.0,1.7734375,low,False,0.33629057791583894,False
2022,yellows_drawn,Belgium,3,3,1.0,1.7734375,low,False,0.5042680215655709,False
2022,yellows_drawn,Brazil,5,12,2.4,1.7734375,high,True,0.29934680278525194,False
2022,yellows_drawn,Cameroon,3,6,2.0,1.7734375,high,True,0.6602475011047512,False
2022,yellows_drawn,Canada,3,5,1.6666666666666667,1.7734375,low,False,1.0,False
2022,yellows_drawn,Costa Rica,3,3,1.0,1.7734375,low,False,0.5042680215655709,False
2022,yellows_drawn,Croatia,7,11,1.5714285714285714,1.7734375,low,False,0.883350537415964,False
2022,yellows_drawn,Denmark,3,4,1.3333333333333333,1.7734375,low,False,0.8243474329513749,False
2022,yellows_drawn,Ecuador,3,5,1.6666666666666667,1.7734375,low,False,1.0,False
2022,yellows_drawn,England,5,8,1.6,1.7734375,low,False,1.0,False
2022,yellows_drawn,France,7,15,2.142857142857143,1.7734375,high,True,0.4628734459974426,False
2022,yellows_drawn,Germany,3,2,0.6666666666666666,1.7734375,low,False,0.18597797731352153,False
2022,yellows_drawn,Ghana,3,9,3.0,1.7734375,high,True,0.11814566421554544,False
2022,yellows_drawn,Iran,3,2,0.6666666666666666,1.7734375,low,False,0.18597797731352153,False
2022,yellows_drawn,Japan,4,5,1.25,1.7734375,low,False,0.5660475937261906,False
2022,yellows_drawn,Mexico,3,8,2.6666666666666665,1.7734375,high,True,0.2639819780640982,False
2022,yellows_drawn,Morocco,7,7,1.0,1.7734375,low,False,0.1419087741337271,False
2022,yellows_drawn,Netherlands,5,11,2.2,1.7734375,high,True,0.48943225218042924,False
2022,yellows_drawn,Poland,4,6,1.5,1.7734375,low,False,0.8487442224628288,False
2022,yellows_drawn,Portugal,5,13,2.6,1.7734375,high,True,0.16658588720319503,False
2022,yellows_drawn,Qatar,3,6,2.0,1.7734375,high,True,0.6602475011047512,False
2022,yellows_drawn,Saudi Arabia,3,4,1.3333333333333333,1.7734375,low,False,0.8243474329513749,False
2022,yellows_drawn,Senegal,4,4,1.0,1.7734375,low,False,0.33629057791583894,False
2022,yellows_drawn,Serbia,3,6,2.0,1.7734375,high,True,0.6602475011047512,False
2022,yellows_drawn,South Korea,4,3,0.75,1.7734375,low,False,0.17573471598038093,False
2022,yellows_drawn,Spain,4,9,2.25,1.7734375,high,True,0.44161349619744533,False
2022,yellows_drawn,Switzerland,4,9,2.25,1.7734375,high,True,0.44161349619744533,False
2022,yellows_drawn,Tunisia,3,2,0.6666666666666666,1.7734375,low,False,0.18597797731352153,False
2022,yellows_drawn,United States,4,7,1.75,1.7734375,low,False,1.0,False
2022,yellows_drawn,Uruguay,3,6,2.0,1.7734375,high,True,0.6602475011047512,False
2022,yellows_drawn,Wales,3,6,2.0,1.7734375,high,True,0.6602475011047512,False
2022,dismissals_drawn,Argentina,7,1,0.14285714285714285,0.03125,high,True,0.20145094022154808,False
2022,dismissals_drawn,Australia,4,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Belgium,3,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Brazil,5,1,0.2,0.03125,high,True,0.14733081683516505,False
2022,dismissals_drawn,Cameroon,3,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Canada,3,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Costa Rica,3,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Croatia,7,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Denmark,3,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Ecuador,3,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,England,5,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,France,7,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Germany,3,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Ghana,3,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Iran,3,1,0.3333333333333333,0.03125,high,True,0.09050529822707178,False
2022,dismissals_drawn,Japan,4,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Mexico,3,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Morocco,7,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Netherlands,5,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Poland,4,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Portugal,5,1,0.2,0.03125,high,True,0.14733081683516505,False
2022,dismissals_drawn,Qatar,3,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Saudi Arabia,3,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Senegal,4,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Serbia,3,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,South Korea,4,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Spain,4,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Switzerland,4,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Tunisia,3,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,United States,4,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Uruguay,3,0,0.0,0.03125,low,False,1.0,False
2022,dismissals_drawn,Wales,3,0,0.0,0.03125,low,False,1.0,False
2022,pen_goals_for,Argentina,7,4,0.5714285714285714,0.1328125,high,True,0.011984420749360434,False
2022,pen_goals_for,Australia,4,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Belgium,3,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Brazil,5,1,0.2,0.1328125,high,True,0.49205415697356525,False
2022,pen_goals_for,Cameroon,3,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Canada,3,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Costa Rica,3,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Croatia,7,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Denmark,3,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Ecuador,3,1,0.3333333333333333,0.1328125,high,True,0.33180882247695115,False
2022,pen_goals_for,England,5,1,0.2,0.1328125,high,True,0.49205415697356525,False
2022,pen_goals_for,France,7,2,0.2857142857142857,0.1328125,high,True,0.23755647113159944,False
2022,pen_goals_for,Germany,3,1,0.3333333333333333,0.1328125,high,True,0.33180882247695115,False
2022,pen_goals_for,Ghana,3,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Iran,3,1,0.3333333333333333,0.1328125,high,True,0.33180882247695115,False
2022,pen_goals_for,Japan,4,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Mexico,3,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Morocco,7,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Netherlands,5,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Poland,4,1,0.25,0.1328125,high,True,0.4170931435501799,False
2022,pen_goals_for,Portugal,5,2,0.4,0.1328125,high,True,0.14103467195529726,False
2022,pen_goals_for,Qatar,3,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Saudi Arabia,3,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Senegal,4,1,0.25,0.1328125,high,True,0.4170931435501799,False
2022,pen_goals_for,Serbia,3,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,South Korea,4,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Spain,4,1,0.25,0.1328125,high,True,0.4170931435501799,False
2022,pen_goals_for,Switzerland,4,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Tunisia,3,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,United States,4,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Uruguay,3,0,0.0,0.1328125,low,False,1.0,False
2022,pen_goals_for,Wales,3,1,0.3333333333333333,0.1328125,high,True,0.33180882247695115,False
2022,pen_goals_against,Argentina,7,2,0.2857142857142857,0.1328125,high,False,0.23755647113159944,False
2022,pen_goals_against,Australia,4,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,Belgium,3,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,Brazil,5,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,Cameroon,3,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,Canada,3,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,Costa Rica,3,1,0.3333333333333333,0.1328125,high,False,0.33180882247695115,False
2022,pen_goals_against,Croatia,7,1,0.14285714285714285,0.1328125,high,False,0.6156013875288482,False
2022,pen_goals_against,Denmark,3,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,Ecuador,3,1,0.3333333333333333,0.1328125,high,False,0.33180882247695115,False
2022,pen_goals_against,England,5,1,0.2,0.1328125,high,False,0.49205415697356525,False
2022,pen_goals_against,France,7,3,0.42857142857142855,0.1328125,high,False,0.06259353461717047,False
2022,pen_goals_against,Germany,3,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,Ghana,3,1,0.3333333333333333,0.1328125,high,False,0.33180882247695115,False
2022,pen_goals_against,Iran,3,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,Japan,4,1,0.25,0.1328125,high,False,0.4170931435501799,False
2022,pen_goals_against,Mexico,3,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,Morocco,7,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,Netherlands,5,1,0.2,0.1328125,high,False,0.49205415697356525,False
2022,pen_goals_against,Poland,4,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,Portugal,5,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,Qatar,3,1,0.3333333333333333,0.1328125,high,False,0.33180882247695115,False
2022,pen_goals_against,Saudi Arabia,3,1,0.3333333333333333,0.1328125,high,False,0.33180882247695115,False
2022,pen_goals_against,Senegal,4,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,Serbia,3,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,South Korea,4,1,0.25,0.1328125,high,False,0.4170931435501799,False
2022,pen_goals_against,Spain,4,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,Switzerland,4,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,Tunisia,3,0,0.0,0.1328125,low,True,1.0,False
2022,pen_goals_against,United States,4,1,0.25,0.1328125,high,False,0.4170931435501799,False
2022,pen_goals_against,Uruguay,3,1,0.3333333333333333,0.1328125,high,False,0.33180882247695115,False
2022,pen_goals_against,Wales,3,0,0.0,0.1328125,low,True,1.0,False
