tournament_year,official_name,country,confederation,role_pool,source_url
1934,Bonivento,Italy,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/34full.html
1934,Caironi,Italy,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/34full.html
1934,Carminati,Italy,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/34full.html
1934,Datillo,Italy,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/34full.html
1934,Giuseppe Scarpi,Italy,UEFA,linesman only,https://www.rsssf.org/tables/34full.html; https://github.com/jfjelstul/worldcup
1934,Melandri,Italy,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/34full.html
1934,Mihály Iváncsics,Hungary,UEFA,linesman only,https://www.rsssf.org/tables/34full.html; https://en.wikipedia.org/wiki/Mihaly_Ivancsics
1934,Mohammed,Egypt,CAF,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/34full.html
1934,Pedro Escartín,Spain,UEFA,linesman only,https://www.rsssf.org/tables/34full.html; https://en.wikipedia.org/wiki/Pedro_Escart%C3%ADn
1934,Sassi,Italy,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/34full.html
1934,Scorzoni,Italy,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/34full.html
1934,Turbiani,Italy,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/34full.html
1934,Ženišek,Czechoslovakia,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/34full.html
1938,Louis Baert,Belgium,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup
1938,Rinaldo Barlassina,Italy,UEFA,referee,https://github.com/jfjelstul/worldcup
1938,Alois Beranek,Austria,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup
1938,Alfred Birlem,Germany,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup
1938,Georges Capdeville,France,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup
1938,Roger Conrié,France,UEFA,referee,https://github.com/jfjelstul/worldcup
1938,Ivan Eklind,Sweden,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup
1938,Augustin Krist,Czechoslovakia,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup
1938,John Langenus,Belgium,UEFA,referee,https://github.com/jfjelstul/worldcup
1938,Lucien Leclerq,France,UEFA,referee,https://github.com/jfjelstul/worldcup
1938,Giuseppe Scarpi,Italy,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup
1938,Pál von Hertzka,Hungary,UEFA,referee,https://github.com/jfjelstul/worldcup
1938,Hans Wüthrich,Switzerland,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup
1938,Bouture,France,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/38full.html
1938,Delasalle,France,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/38full.html
1938,Johannes van Moorsel,Netherlands,UEFA,linesman only,https://www.rsssf.org/tables/38full.html; https://github.com/jfjelstul/worldcup
1938,Kissenberger,France,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/38full.html
1938,Marenco,France,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/38full.html
1938,Mercx,France,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/38full.html
1938,Olive,France,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/38full.html
1938,Poissant,France,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/38full.html
1938,Sedez,France,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/38full.html
1938,Tréhou,France,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/38full.html
1938,Valprede,France,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/38full.html
1938,Weingärtner,Germany,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/38full.html
1950,Ramón Azón Romá,Spain,UEFA,referee,https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1950_FIFA_World_Cup
1950,Generoso Dattilo,Italy,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1950_FIFA_World_Cup
1950,Ivan Eklind,Sweden,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1950_FIFA_World_Cup
1950,Arthur Edward Ellis,England,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1950_FIFA_World_Cup
1950,Giovanni Galeati,Italy,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1950_FIFA_World_Cup
1950,Mário Gardelli,Brazil,CONMEBOL,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1950_FIFA_World_Cup
1950,Sandy Griffiths,Wales,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1950_FIFA_World_Cup
1950,Reginald Leafe,England,UEFA,referee,https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1950_FIFA_World_Cup
1950,Jean Lutz,Switzerland,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1950_FIFA_World_Cup
1950,Alberto Malcher,Brazil,CONMEBOL,referee,https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1950_FIFA_World_Cup
1950,George Mitchell,Scotland,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1950_FIFA_World_Cup
1950,George Reader,England,UEFA,referee,https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1950_FIFA_World_Cup
1950,Karel van der Meer,Netherlands,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1950_FIFA_World_Cup
1950,Mário Vianna,Brazil,CONMEBOL,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1950_FIFA_World_Cup
1950,Alois Beranek,Austria,UEFA,linesman only,https://en.wikipedia.org/wiki/1950_FIFA_World_Cup; https://www.rsssf.org/tables/50full.html
1950,Charles de La Salle,France,UEFA,linesman only,https://en.wikipedia.org/wiki/1950_FIFA_World_Cup; https://www.rsssf.org/tables/50full.html
1950,José da Costa,Portugal,UEFA,linesman only,https://en.wikipedia.org/wiki/1950_FIFA_World_Cup; https://www.rsssf.org/tables/50full.html
1950,José Luis García Carrión,Spain,UEFA,appointed; no match recorded,https://en.wikipedia.org/wiki/1950_FIFA_World_Cup
1950,Gunnar Dahlner,Sweden,UEFA,linesman only,https://en.wikipedia.org/wiki/1950_FIFA_World_Cup; https://www.rsssf.org/tables/50full.html
1950,Leo Lemešić,Yugoslavia,UEFA,linesman only,https://en.wikipedia.org/wiki/1950_FIFA_World_Cup; https://www.rsssf.org/tables/50full.html
1950,Carlos Estévez Tejada,Mexico,CONCACAF,linesman only,https://en.wikipedia.org/wiki/1950_FIFA_World_Cup; https://www.rsssf.org/tables/50full.html
1950,Prudencio Garcia,United States,CONCACAF,linesman only,https://en.wikipedia.org/wiki/1950_FIFA_World_Cup; https://www.rsssf.org/tables/50full.html
1950,Alfredo Álvarez,Bolivia,CONMEBOL,linesman only,https://en.wikipedia.org/wiki/1950_FIFA_World_Cup; https://www.rsssf.org/tables/50full.html
1950,Sergio Bustamante,Chile,CONMEBOL,linesman only,https://en.wikipedia.org/wiki/1950_FIFA_World_Cup; https://www.rsssf.org/tables/50full.html
1950,Cayetano de Nicola,Paraguay,CONMEBOL,linesman only,https://en.wikipedia.org/wiki/1950_FIFA_World_Cup; https://www.rsssf.org/tables/50full.html
1950,Mario Rubén Heyn,Paraguay,CONMEBOL,linesman only,https://en.wikipedia.org/wiki/1950_FIFA_World_Cup; https://www.rsssf.org/tables/50full.html
1950,Esteban Marino,Uruguay,CONMEBOL,linesman only,https://en.wikipedia.org/wiki/1950_FIFA_World_Cup; https://www.rsssf.org/tables/50full.html
1954,Manuel Asensi,Spain,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1954_FIFA_World_Cup
1954,Jose da Costa Vieira,Portugal,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1954_FIFA_World_Cup
1954,Arthur Edward Ellis,England,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1954_FIFA_World_Cup
1954,Charlie Faultless,Scotland,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1954_FIFA_World_Cup
1954,Laurent Franken,Belgium,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1954_FIFA_World_Cup
1954,Sandy Griffiths,Wales,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1954_FIFA_World_Cup
1954,William Ling,England,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1954_FIFA_World_Cup
1954,Esteban Marino,Uruguay,CONMEBOL,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1954_FIFA_World_Cup
1954,Vincenzo Orlandini,Italy,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1954_FIFA_World_Cup
1954,Emil Schmetzer,West Germany,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1954_FIFA_World_Cup
1954,Vasa Stefanovic,Yugoslavia,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1954_FIFA_World_Cup
1954,Carl Erich Steiner,Austria,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1954_FIFA_World_Cup
1954,Mário Vianna,Brazil,CONMEBOL,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1954_FIFA_World_Cup
1954,Raymond Vincenti,France,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1954_FIFA_World_Cup
1954,Raymond Wyssling,Switzerland,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1954_FIFA_World_Cup
1954,István Zsolt,Hungary,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1954_FIFA_World_Cup
1954,Baumberger,Switzerland,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/54full.html
1954,Buchmüller,Switzerland,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/54full.html
1954,Dörflinger,Switzerland,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/54full.html
1954,Guidi,Switzerland,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/54full.html
1954,Gulde,Switzerland,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/54full.html
1954,Merlotti,Switzerland,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/54full.html
1954,Rufli,Switzerland,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/54full.html
1954,Schicker,Switzerland,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/54full.html
1954,Schönholser,Switzerland,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/54full.html
1954,van Gunten,Switzerland,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/54full.html
1958,Sten Ahlner,Sweden,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Jan Bronkhorst,Netherlands,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Joaquim Campos,Portugal,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,José María Codesal,Uruguay,CONMEBOL,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Albert Dusch,West Germany,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Arthur Edward Ellis,England,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Arne Eriksson,Finland,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Juan Garay Gardeazábal,Spain,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Sandy Griffiths,Wales,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Maurice Guigue,France,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Carl Jørgensen,Denmark,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Reginald Leafe,England,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Leo Lemesic,Yugoslavia,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Nikolay Latyshev,Soviet Union,UEFA,referee (also served as linesman),https://www.rsssf.org/tables/58full.html; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Martin Macko,Czechoslovakia,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Jack Mowat,Scotland,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Vincenzo Orlandini,Italy,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Juan Regis Brozzi,Argentina,CONMEBOL,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Fritz Seipelt,Austria,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Lucien van Nuffel,Belgium,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Raymond Wyssling,Switzerland,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,István Zsolt,Hungary,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1958_FIFA_World_Cup
1958,Ackeborn,Sweden,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/58full.html
1958,Andrén,Sweden,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/58full.html
1958,Angrén,Sweden,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/58full.html
1958,Bertil Lööw,Sweden,UEFA,linesman only,https://www.rsssf.org/tables/58full.html; https://github.com/jfjelstul/worldcup
1958,Dragvoll,Norway,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/58full.html
1958,Helge,Denmark,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/58full.html
1958,Lundell,Sweden,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/58full.html
1958,Nilsen,Norway,UEFA,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/58full.html
1962,Kenneth Aston,England,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Antoine Blavier,Belgium,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Sergio Bustamante,Chile,CONMEBOL,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Bobby Davidson,Scotland,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Gottfried Dienst,Switzerland,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Andor Dorogi,Hungary,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Albert Dusch,West Germany,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,João Etzel Filho,Brazil,CONMEBOL,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Karol Galba,Czechoslovakia,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Juan Garay Gardeazábal,Spain,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Leo Horn,Netherlands,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Cesare Jonni,Italy,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Nikolay Latyshev,Soviet Union,UEFA,referee (also served as linesman),https://www.rsssf.org/tables/62full.html; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Carlos Robles,Chile,CONMEBOL,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Pierre Schwinte,France,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Carl Erich Steiner,Austria,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Branko Tesanić,Yugoslavia,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Arturo Yamasaki Maldonado,Peru,CONMEBOL,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1962_FIFA_World_Cup
1962,Buergo,Mexico,CONCACAF,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/62full.html
1962,Bulnes,Chile,CONMEBOL,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/62full.html
1962,Dimitar Rumenchev,Bulgaria,UEFA,linesman only,https://www.rsssf.org/tables/62full.html; https://github.com/jfjelstul/worldcup
1962,Esteban Marino,Uruguay,CONMEBOL,linesman only,https://www.rsssf.org/tables/62full.html; https://github.com/jfjelstul/worldcup
1962,Goldstein,Israel,AFC,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/62full.html
1962,Marmo,Uruguay,CONMEBOL,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/62full.html
1962,Massaro,Chile,CONMEBOL,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/62full.html
1962,Morgan,Canada,CONCACAF,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/62full.html
1962,Reginato,Chile,CONMEBOL,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/62full.html
1962,Silva,Chile,CONMEBOL,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/62full.html
1962,Sundhelm,Colombia,CONMEBOL,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/62full.html
1962,Ventre,Argentina,CONMEBOL,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/62full.html
1962,Vicuña,Chile,CONMEBOL,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/62full.html
1962,van Rosberg,Netherlands Antilles,CONCACAF,linesman only (surname as recorded by RSSSF; not in FIFA panel lists),https://www.rsssf.org/tables/62full.html
1966,John Adair,Northern Ireland,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1966_FIFA_World_Cup
1966,Menachem Ashkenazi,Israel,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1966_FIFA_World_Cup
1966,Tofiq Bahramov,Soviet Union,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1966_FIFA_World_Cup
1966,Leo Callaghan,Wales,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1966_FIFA_World_Cup
1966,Joaquim Campos,Portugal,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1966_FIFA_World_Cup
1966,José María Codesal,Uruguay,CONMEBOL,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1966_FIFA_World_Cup
1966,Ken Dagnall,England,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1966_FIFA_World_Cup
1966,Gottfried Dienst,Switzerland,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1966_FIFA_World_Cup
1966,Jim Finney,England,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1966_FIFA_World_Cup
1966,Karol Galba,Czechoslovakia,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1966_FIFA_World_Cup
1966,Juan Garay Gardeazábal,Spain,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1966_FIFA_World_Cup
1966,Roberto Goicoechea,Argentina,CONMEBOL,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1966_FIFA_World_Cup
1966,Ali Kandil,United Arab Republic,CAF,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1966_FIFA_World_Cup
1966,Rudolf Kreitlein,West Germany,UEFA,referee (also served as linesman),https://github.com/jfjelstul/worldcup; https://en.wikipedia.org/wiki/1966_FIFA_World_Cup
