tournament_year,official_name,country,confederation,role_pool,source_url
2026,Jan de Vries,Netherlands,UEFA,assistant,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,José Enrique Naranjo Pérez,Spain,UEFA,assistant,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Luciano Maia,Portugal,UEFA,assistant,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Mahbod Beigi,Sweden,UEFA,assistant,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Mehdi Rahmouni,France,UEFA,assistant,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Mihai Marius Marica,Romania,UEFA,assistant,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Nicolas Danos,France,UEFA,assistant,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Robert Kempter,Germany,UEFA,assistant,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Stuart Burt,England,UEFA,assistant,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Stéphane De Almeida,Switzerland,UEFA,assistant,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Tomasz Listkiewicz,Poland,UEFA,assistant,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Tomaž Klančnik,Slovenia,UEFA,assistant,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Abdullah Al-Shehri,Saudi Arabia,AFC,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Fu Ming,China,AFC,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Khamis Al-Marri,Qatar,AFC,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Mohammed Obaid Khadim,United Arab Emirates,AFC,video_official,https://cdn.conmebol.com/wp-content/uploads/2026/04/Final-List-of-Match-Officials-FWC-2026-v3.pdf
2026,Shaun Evans,Australia,AFC,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Hamza El Fariq,Morocco,CAF,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Mahmoud Ashour,Egypt,CAF,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Armando Villarreal,United States,CONCACAF,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Erick Miranda,Mexico,CONCACAF,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Guillermo Pacheco,Mexico,CONCACAF,video_official,https://cdn.conmebol.com/wp-content/uploads/2026/04/Final-List-of-Match-Officials-FWC-2026-v3.pdf
2026,Joe Dickerson,United States,CONCACAF,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Tatiana Guzmán,Nicaragua,CONCACAF,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Antonio García,Uruguay,CONMEBOL,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Hernán Mastrángelo,Argentina,CONMEBOL,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Juan Lara,Chile,CONMEBOL,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Juan Soto,Venezuela,CONMEBOL,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Leodán González,Uruguay,CONMEBOL,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Nicolás Gallo,Colombia,CONMEBOL,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Rodolpho Toski,Brazil,CONMEBOL,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Bastian Dankert,Germany,UEFA,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Bram Van Driessche,Belgium,UEFA,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Carlos del Cerro Grande,Spain,UEFA,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Dennis Higler,Netherlands,UEFA,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Fedayi San,Switzerland,UEFA,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Ivan Bebek,Croatia,UEFA,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Jarred Gillett,England,UEFA,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Jérôme Brisard,France,UEFA,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Marco Di Bello,Italy,UEFA,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Rob Dieperink,Netherlands,UEFA,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Tomasz Kwiatkowski,Poland,UEFA,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
2026,Willy Delajod,France,UEFA,video_official,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_officials
